CollectionYearRange,Parent_Org_Code,Parent_Org_Name,Org_Name,Org_Type,Age_Band,Table_Code,Rate_benign_biopsy,Rate_benign_biopsy_warning,Non-op_diag_rate_invasive,Non-op_diag_rate_non-invasive,Rate_non_op_diagnosis,Rate_non_op_diagnosis_warning,Rate_small_invasive,Rate_small_invasive_warning,SDR,SDR_warning
2018-19,N3,Midlands,North Derbyshire & Chesterfield,BSU,50<71,A to F2,0.4098360655737705,!,100.0,100.0,100.0,,not included,not included,not included,not included
2018-19,N3,Midlands,North Midlands,BSU,50<71,A to F2,0.17681902572716823,!,98.04,96.15,97.5609756097561,,not included,not included,not included,not included
2018-19,N3,Midlands,North Nottinghamshire,BSU,50<71,A to F2,0.5915992900808519,!,100.0,90.91,98.30508474576271,,not included,not included,not included,not included
2018-19,N3,Midlands,Northampton,BSU,50<71,A to F2,0.19682456370555046,!,97.7,95.45,97.24770642201835,,not included,not included,not included,not included
2018-19,N3,Midlands,Nottingham City,BSU,50<71,A to F2,0.16281341582546402,!,98.87,100.0,99.06103286384976,,not included,not included,not included,not included
2018-19,N3,Midlands,Shropshire,BSU,50<71,A to F2,0.0517464424320828,!,100.0,89.29,98.11320754716981,,not included,not included,not included,not included
2018-19,N3,Midlands,South Birmingham,BSU,50<71,A to F2,0.28333962976955046,!,100.0,100.0,100.0,,not included,not included,not included,not included
2018-19,N3,Midlands,South Derbyshire & South East Staffordshire,BSU,50<71,A to F2,0.21953294366235834,!,100.0,95.31,98.91696750902527,,not included,not included,not included,not included
2018-19,N3,Midlands,"Warwickshire, Solihull & Coventry",BSU,50<71,A to F2,0.4559573679860933,!,99.59,90.0,97.96610169491525,,not included,not included,not included,not included
2018-19,N4,East of England,Beds & Herts,BSU,50<71,A to F2,0.15210860554435865,!,99.12,94.87,98.33333333333333,,not included,not included,not included,not included
2018-19,N4,East of England,Cambridge & Huntingdon,BSU,50<71,A to F2,0.2136866285592179,!,100.0,90.91,98.05194805194806,,not included,not included,not included,not included
2018-19,N4,East of England,Chelmsford & Colchester,BSU,50<71,A to F2,0.30285593143341716,!,100.0,91.43,98.85496183206108,,not included,not included,not included,not included
2018-19,N4,East of England,East Suffolk,BSU,50<71,A to F2,0.06661781360335754,!,100.0,93.33,98.9010989010989,,not included,not included,not included,not included
2018-19,N4,East of England,Great Yarmouth & Waveney,BSU,50<71,A to F2,0.1908761213972132,!,97.33,90.91,96.51162790697676,,not included,not included,not included,not included
2018-19,N4,East of England,King's Lynn,BSU,50<71,A to F2,0.7618322064565279,!,100.0,90.91,98.66666666666667,,not included,not included,not included,not included
2018-19,N4,East of England,Milton Keynes,BSU,50<71,A to F2,0.336322869955157,!,97.92,100.0,98.4126984126984,,not included,not included,not included,not included
2018-19,N4,East of England,Norfolk & Norwich,BSU,50<71,A to F2,0.1670355368104564,!,100.0,90.0,97.90575916230367,,not included,not included,not included,not included
2018-19,N4,East of England,Peterborough,BSU,50<71,A to F2,0.3517658646404953,!,99.01,100.0,99.1869918699187,,not included,not included,not included,not included
2018-19,N4,East of England,South Essex,BSU,50<71,A to F2,0.45117304992981755,!,97.64,100.0,98.11320754716981,,not included,not included,not included,not included
2018-19,N4,East of England,West Essex (Epping),BSU,50<71,A to F2,0.2740727206285401,!,100.0,100.0,100.0,,not included,not included,not included,not included
2018-19,N4,East of England,West Suffolk,BSU,50<71,A to F2,0.5145797598627787,!,98.48,100.0,98.78048780487805,,not included,not included,not included,not included
2018-19,N5,London,Central & East London,BSU,50<71,A to F2,0.2529980266153924,!,100.0,97.73,99.44444444444444,,not included,not included,not included,not included
2018-19,N5,London,North London,BSU,50<71,A to F2,0.280241007266249,!,99.32,95.28,98.09976247030879,,not included,not included,not included,not included
2018-19,N5,London,Outer North East London,BSU,50<71,A to F2,0.6020728508149485,!,100.0,90.63,98.21428571428571,,not included,not included,not included,not included
2018-19,N5,London,South East London,BSU,50<71,A to F2,0.0780183343085625,!,100.0,97.75,99.47643979057592,,not included,not included,not included,not included
2018-19,N5,London,South West London,BSU,50<71,A to F2,0.5505092210294522,!,97.99,97.96,97.98270893371757,,not included,not included,not included,not included
2018-19,N5,London,West of London,BSU,50<71,A to F2,0.3261660436058911,!,100.0,96.2,98.98305084745763,,not included,not included,not included,not included
2018-19,N6,South East,Aylesbury & Wycombe,BSU,50<71,A to F2,0.2128678622744931,!,100.0,95.45,98.73417721518987,,not included,not included,not included,not included
2018-19,N6,South East,Brighton,BSU,50<71,A to F2,0.37395759320893013,!,99.43,84.91,96.0352422907489,,not included,not included,not included,not included
2018-19,N6,South East,Canterbury,BSU,50<71,A to F2,1.185124642419289,,98.77,88.57,96.96969696969697,,not included,not included,not included,not included
2018-19,N6,South East,East Berkshire,BSU,50<71,A to F2,0.12295585884667404,!,100.0,100.0,100.0,,not included,not included,not included,not included
2018-19,N6,South East,Guildford,BSU,50<71,A to F2,0.6177310100967068,,99.07,87.7,95.95505617977528,,not included,not included,not included,not included
2018-19,N6,South East,Isle of Wight,BSU,50<71,A to F2,0.6032575909913533,!,94.44,66.67,87.5,,not included,not included,not included,not included
2018-19,N6,South East,Maidstone,BSU,50<71,A to F2,0.39695666556400927,!,100.0,96.67,99.27536231884058,,not included,not included,not included,not included
2018-19,N6,South East,Medway,BSU,50<71,A to F2,0.09711094925952901,!,99.34,96.43,98.88268156424581,,not included,not included,not included,not included
2018-19,N6,South East,North & Mid Hampshire,BSU,50<71,A to F2,0.4877399902452002,!,97.86,96.77,97.6608187134503,,not included,not included,not included,not included
2018-19,N6,South East,Oxfordshire,BSU,50<71,A to F2,0.43062613039359227,!,98.75,96.15,98.11320754716981,,not included,not included,not included,not included
2018-19,N6,South East,Portsmouth,BSU,50<71,A to F2,0.7229120598741282,!,100.0,79.41,95.93023255813954,,not included,not included,not included,not included
2018-19,N6,South East,Southampton & Salisbury,BSU,50<71,A to F2,0.45798984095261885,!,100.0,94.74,98.71794871794873,,not included,not included,not included,not included
2018-19,N6,South East,West Berkshire,BSU,50<71,A to F2,0.05746465923457074,!,100.0,91.67,98.4126984126984,,not included,not included,not included,not included
2018-19,N6,South East,Worthing,BSU,50<71,A to F2,0.185649308456326,!,99.56,89.83,97.54385964912281,,not included,not included,not included,not included
2018-19,N7,South West,Avon,BSU,50<71,A to F2,0.32173439588179975,!,99.66,95.0,98.65591397849462,,not included,not included,not included,not included
2018-19,N7,South West,Cornwall,BSU,50<71,A to F2,0.0983380863408398,!,100.0,92.86,98.79518072289156,,not included,not included,not included,not included
2018-19,N7,South West,Dorset,BSU,50<71,A to F2,0.5745378350062523,!,98.54,92.86,97.31800766283524,,not included,not included,not included,not included
2018-19,N7,South West,Gloucestershire,BSU,50<71,A to F2,0.24474811339995922,!,99.42,88.64,97.20930232558139,,not included,not included,not included,not included
2018-19,N7,South West,North & East Devon,BSU,50<71,A to F2,0.39453568082063417,!,100.0,96.67,99.32885906040269,,not included,not included,not included,not included
2018-19,N7,South West,Somerset,BSU,50<71,A to F2,0.15255530129672007,!,100.0,93.94,98.66666666666667,,not included,not included,not included,not included
2018-19,N7,South West,South Devon,BSU,50<71,A to F2,0.3858917959404183,!,100.0,82.35,96.875,,not included,not included,not included,not included
2018-19,N7,South West,West Devon,BSU,50<71,A to F2,0.27443877270980843,!,98.48,87.5,95.55555555555556,,not included,not included,not included,not included
2018-19,N7,South West,Wiltshire,BSU,50<71,A to F2,0.3701133472125839,!,99.37,83.87,96.82539682539682,,not included,not included,not included,not included
2019-20,N1,North East and Yorkshire,Barnsley,BSU,50<71,A to F2,0.24366471734892786,!,100.0,100.0,100.0,,not included,not included,not included,not included
2019-20,N1,North East and Yorkshire,Doncaster,BSU,50<71,A to F2,0.12925741614425126,!,98.95,100.0,99.07407407407408,,not included,not included,not included,not included
2019-20,N1,North East and Yorkshire,Gateshead,BSU,50<71,A to F2,0.06098490623570666,!,99.0,100.0,99.18367346938776,,not included,not included,not included,not included
2019-20,N1,North East and Yorkshire,Humberside,BSU,50<71,A to F2,0.3750613080984392,!,100.0,96.88,99.58333333333333,,not included,not included,not included,not included
2019-20,N1,North East and Yorkshire,Leeds Wakefield,BSU,50<71,A to F2,0.23073373327180433,!,99.22,97.47,98.80952380952381,,not included,not included,not included,not included
2019-20,N1,North East and Yorkshire,Newcastle,BSU,50<71,A to F2,0.21807532944951555,!,100.0,97.3,99.31972789115646,,not included,not included,not included,not included
2019-20,N1,North East and Yorkshire,North Cumbria,BSU,50<71,A to F2,0.1405382615417047,!,100.0,100.0,100.0,,not included,not included,not included,not included
2019-20,N1,North East and Yorkshire,North Tees,BSU,50<71,A to F2,0.12915724895059735,!,100.0,100.0,100.0,,not included,not included,not included,not included
2019-20,N1,North East and Yorkshire,North Yorkshire,BSU,50<71,A to F2,0.134707348285849,!,99.47,97.78,99.13793103448276,,not included,not included,not included,not included
2019-20,N1,North East and Yorkshire,Pennine,BSU,50<71,A to F2,0.15016367840946634,!,100.0,96.83,99.27007299270073,,not included,not included,not included,not included
2019-20,N1,North East and Yorkshire,Rotherham,BSU,50<71,A to F2,0.11139578923916676,!,100.0,100.0,100.0,,not included,not included,not included,not included
2019-20,N1,North East and Yorkshire,Sheffield,BSU,50<71,A to F2,0.4927625500461965,!,100.0,91.67,98.88888888888889,,not included,not included,not included,not included
2019-20,N2,North West,Bolton,BSU,50<71,A to F2,0.33361752604070133,!,99.43,97.67,99.08256880733946,,not included,not included,not included,not included
2019-20,N2,North West,Cheshire & Stockport,BSU,50<71,A to F2,0.0,!,100.0,100.0,100.0,,not included,not included,not included,not included
2019-20,N2,North West,Crewe,BSU,50<71,A to F2,0.3698224852071006,!,100.0,100.0,100.0,,not included,not included,not included,not included
2019-20,N2,North West,East Lancashire,BSU,50<71,A to F2,0.2800963531454821,!,100.0,95.65,99.15966386554622,,not included,not included,not included,not included
2019-20,N2,North West,Liverpool,BSU,50<71,A to F2,0.0985092270309319,!,99.51,98.08,99.2156862745098,,not included,not included,not included,not included
2019-20,N2,North West,Manchester,BSU,50<71,A to F2,0.20537160851607603,!,99.23,95.16,98.45201238390094,,not included,not included,not included,not included
2019-20,N2,North West,North Lancashire & South Cumbria,BSU,50<71,A to F2,0.28631027853899954,!,99.36,89.74,97.43589743589743,,not included,not included,not included,not included
2019-20,N2,North West,South Lancashire,BSU,50<71,A to F2,0.17034324163188827,!,99.24,97.87,98.87640449438202,,not included,not included,not included,not included
2019-20,N2,North West,"Warrington, Halton, St Helens & Knowsley",BSU,50<71,A to F2,0.41562759767248547,!,100.0,94.12,98.65771812080537,,not included,not included,not included,not included
2019-20,N2,North West,Wirral & Chester,BSU,50<71,A to F2,0.14935032608154528,!,100.0,97.67,99.45054945054946,,not included,not included,not included,not included
2019-20,N3,Midlands,"City, Sandwell & Walsall",BSU,50<71,A to F2,0.22739546914527728,!,100.0,97.18,99.25925925925925,,not included,not included,not included,not included
2019-20,N3,Midlands,"Dudley, Wolverhampton & South West Staffordshire",BSU,50<71,A to F2,0.25738132882303194,!,100.0,100.0,100.0,,not included,not included,not included,not included
2019-20,N3,Midlands,Hereford & Worcester,BSU,50<71,A to F2,0.19427283677196253,!,99.4,87.1,97.46192893401016,,not included,not included,not included,not included
2019-20,N3,Midlands,Kettering,BSU,50<71,A to F2,1.0022357566879962,!,98.86,100.0,99.02912621359224,,not included,not included,not included,not included
2019-20,N3,Midlands,Leicestershire,BSU,50<71,A to F2,0.1665972511453561,!,100.0,97.18,99.38271604938271,,not included,not included,not included,not included
2019-20,N3,Midlands,Lincolnshire,BSU,50<71,A to F2,0.17853954650955187,!,100.0,97.3,99.52830188679245,,not included,not included,not included,not included
2019-20,N3,Midlands,North Derbyshire & Chesterfield,BSU,50<71,A to F2,0.1398308047262812,!,100.0,96.3,99.1869918699187,,not included,not included,not included,not included
2019-20,N3,Midlands,North Midlands,BSU,50<71,A to F2,0.09633911368015415,!,100.0,95.92,98.96907216494846,,not included,not included,not included,not included
2019-20,N3,Midlands,North Nottinghamshire,BSU,50<71,A to F2,0.21853146853146854,!,100.0,100.0,100.0,,not included,not included,not included,not included
2019-20,N3,Midlands,Northampton,BSU,50<71,A to F2,0.14798372179060304,!,98.7,100.0,99.00990099009901,,not included,not included,not included,not included
2019-20,N3,Midlands,Nottingham City,BSU,50<71,A to F2,0.21068599359514578,!,99.39,96.3,98.95287958115183,,not included,not included,not included,not included
2019-20,N3,Midlands,Shropshire,BSU,50<71,A to F2,0.0,!,100.0,96.15,98.75,,not included,not included,not included,not included
2019-20,N3,Midlands,South Birmingham,BSU,50<71,A to F2,0.4891570194032284,!,100.0,88.89,99.06542056074767,,not included,not included,not included,not included
2019-20,N3,Midlands,South Derbyshire & South East Staffordshire,BSU,50<71,A to F2,0.23429393848110588,!,99.42,98.28,99.1304347826087,,not included,not included,not included,not included
2019-20,N3,Midlands,"Warwickshire, Solihull & Coventry",BSU,50<71,A to F2,0.38189242384183775,!,100.0,95.83,99.27536231884058,,not included,not included,not included,not included
2019-20,N4,East of England,Beds & Herts,BSU,50<71,A to F2,0.3298089048404307,!,100.0,94.87,98.96373056994818,,not included,not included,not included,not included
2019-20,N4,East of England,Cambridge & Huntingdon,BSU,50<71,A to F2,0.218435998252512,!,100.0,100.0,100.0,,not included,not included,not included,not included
2019-20,N4,East of England,Chelmsford & Colchester,BSU,50<71,A to F2,0.15959144589849986,!,100.0,90.63,98.42105263157895,,not included,not included,not included,not included
2019-20,N4,East of England,East Suffolk,BSU,50<71,A to F2,0.0,!,100.0,100.0,100.0,,not included,not included,not included,not included
2019-20,N4,East of England,Great Yarmouth & Waveney,BSU,50<71,A to F2,1.1075312122432541,!,95.45,100.0,96.25,,not included,not included,not included,not included
2019-20,N4,East of England,King's Lynn,BSU,50<71,A to F2,0.2471271469170888,!,100.0,85.71,97.46835443037975,,not included,not included,not included,not included
2019-20,N4,East of England,Milton Keynes,BSU,50<71,A to F2,0.45055192610948414,!,98.28,100.0,98.55072463768117,,not included,not included,not included,not included
2019-20,N4,East of England,Norfolk & Norwich,BSU,50<71,A to F2,0.14176353841791892,!,99.25,97.14,98.80952380952381,,not included,not included,not included,not included
2019-20,N4,East of England,Peterborough,BSU,50<71,A to F2,0.3500481316180975,!,100.0,100.0,100.0,,not included,not included,not included,not included
2019-20,N4,East of England,South Essex,BSU,50<71,A to F2,0.2541942043721403,!,100.0,96.88,99.46808510638297,,not included,not included,not included,not included
2019-20,N4,East of England,West Essex (Epping),BSU,50<71,A to F2,0.08109642364771714,!,98.55,100.0,98.85057471264368,,not included,not included,not included,not included
2019-20,N4,East of England,West Suffolk,BSU,50<71,A to F2,0.1790350013427625,!,100.0,100.0,100.0,,not included,not included,not included,not included
2019-20,N5,London,Central & East London,BSU,50<71,A to F2,0.42083813236466733,!,99.6,96.39,98.81305637982196,,not included,not included,not included,not included
2019-20,N5,London,North London,BSU,50<71,A to F2,0.2699003296639741,!,100.0,98.23,99.54441913439635,,not included,not included,not included,not included
2019-20,N5,London,Outer North East London,BSU,50<71,A to F2,0.6113044296059437,!,99.19,91.43,97.48427672955975,,not included,not included,not included,not included
2019-20,N5,London,South East London,BSU,50<71,A to F2,0.22948938611589215,!,100.0,93.51,98.3221476510067,,not included,not included,not included,not included
2019-20,N5,London,South West London,BSU,50<71,A to F2,0.5211047420531526,!,100.0,84.71,95.13108614232209,,not included,not included,not included,not included
2019-20,N5,London,West of London,BSU,50<71,A to F2,0.25897342932615114,!,98.67,94.92,97.89473684210527,,not included,not included,not included,not included
2019-20,N6,South East,Aylesbury & Wycombe,BSU,50<71,A to F2,0.2869605142332415,!,99.21,92.86,97.63313609467455,,not included,not included,not included,not included
2019-20,N6,South East,Brighton,BSU,50<71,A to F2,0.48483944355350017,!,98.88,95.0,97.90794979079497,,not included,not included,not included,not included
2019-20,N6,South East,Canterbury,BSU,50<71,A to F2,0.19013575693044832,!,98.86,86.21,97.05882352941177,,not included,not included,not included,not included
2019-20,N6,South East,East Berkshire,BSU,50<71,A to F2,0.13415615776764153,!,100.0,100.0,100.0,,not included,not included,not included,not included
2019-20,N6,South East,Guildford,BSU,50<71,A to F2,0.6285900075864311,,100.0,96.06,98.92703862660944,,not included,not included,not included,not included
2019-20,N6,South East,Isle of Wight,BSU,50<71,A to F2,0.3630642623744403,!,96.83,100.0,97.1830985915493,,not included,not included,not included,not included
2019-20,N6,South East,Maidstone,BSU,50<71,A to F2,0.5155229694123038,!,99.16,97.44,98.73417721518987,,not included,not included,not included,not included
2019-20,N6,South East,Medway,BSU,50<71,A to F2,0.18383197757249875,!,100.0,100.0,100.0,,not included,not included,not included,not included
2019-20,N6,South East,North & Mid Hampshire,BSU,50<71,A to F2,0.21249468763280918,!,100.0,100.0,100.0,,not included,not included,not included,not included
2019-20,N6,South East,Oxfordshire,BSU,50<71,A to F2,0.18330125561360094,!,100.0,97.3,99.43502824858757,,not included,not included,not included,not included
2019-20,N6,South East,Portsmouth,BSU,50<71,A to F2,0.3603974669206611,!,99.04,97.3,98.58156028368793,,not included,not included,not included,not included
2019-20,N6,South East,Southampton & Salisbury,BSU,50<71,A to F2,0.5055611729019212,!,100.0,91.49,97.97979797979798,,not included,not included,not included,not included
2019-20,N6,South East,West Berkshire,BSU,50<71,A to F2,0.26760864911153925,!,100.0,96.88,99.29078014184397,,not included,not included,not included,not included
2019-20,N6,South East,Worthing,BSU,50<71,A to F2,0.12093360744951022,!,99.49,98.39,99.22779922779922,,not included,not included,not included,not included
2019-20,N7,South West,Avon,BSU,50<71,A to F2,0.17737684978714777,!,100.0,98.9,99.41520467836257,,not included,not included,not included,not included
2019-20,N7,South West,Cornwall,BSU,50<71,A to F2,0.38415102623202724,!,100.0,100.0,100.0,,not included,not included,not included,not included
2019-20,N7,South West,Dorset,BSU,50<71,A to F2,0.2845557373550544,!,99.43,100.0,99.59016393442623,,not included,not included,not included,not included
2019-20,N7,South West,Gloucestershire,BSU,50<71,A to F2,0.24424000651306685,!,100.0,96.43,99.04306220095694,,not included,not included,not included,not included
2019-20,N7,South West,North & East Devon,BSU,50<71,A to F2,0.17176965689011037,!,99.39,94.29,98.5,,not included,not included,not included,not included
2019-20,N7,South West,Somerset,BSU,50<71,A to F2,0.10580331164365445,!,100.0,94.12,99.14529914529915,,not included,not included,not included,not included
2019-20,N7,South West,South Devon,BSU,50<71,A to F2,0.07645844483523205,!,98.94,90.0,97.36842105263158,,not included,not included,not included,not included
2019-20,N7,South West,West Devon,BSU,50<71,A to F2,0.2954384306310565,!,100.0,91.67,98.61111111111111,,not included,not included,not included,not included
2019-20,N7,South West,Wiltshire,BSU,50<71,A to F2,0.6918500069185001,!,99.34,75.0,95.08196721311475,,not included,not included,not included,not included
2020-21,N1,North East and Yorkshire,Barnsley,BSU,50<71,A to F2,0.0,!,100.0,100.0,100.0,,not included,not included,not included,not included
2020-21,N1,North East and Yorkshire,Doncaster,BSU,50<71,A to F2,0.12743723716069835,!,100.0,100.0,100.0,,not included,not included,not included,not included
2020-21,N1,North East and Yorkshire,Gateshead,BSU,50<71,A to F2,0.04764854433697051,!,99.28,94.59,98.28571428571429,,not included,not included,not included,not included
2020-21,N1,North East and Yorkshire,Humberside,BSU,50<71,A to F2,0.05856172405715624,!,99.08,100.0,99.2,,not included,not included,not included,not included
2020-21,N1,North East and Yorkshire,Leeds Wakefield,BSU,50<71,A to F2,0.2677580996825154,!,100.0,98.04,99.52830188679245,,not included,not included,not included,not included
2020-21,N1,North East and Yorkshire,Newcastle,BSU,50<71,A to F2,0.22017944624869268,!,98.65,100.0,98.94736842105263,,not included,not included,not included,not included
2020-21,N1,North East and Yorkshire,North Cumbria,BSU,50<71,A to F2,0.0,!,100.0,100.0,100.0,,not included,not included,not included,not included
2020-21,N1,North East and Yorkshire,North Tees,BSU,50<71,A to F2,0.14256522358979234,!,98.78,88.89,97.38219895287958,,not included,not included,not included,not included
2020-21,N1,North East and Yorkshire,North Yorkshire,BSU,50<71,A to F2,0.055608074292387254,!,100.0,92.31,98.7878787878788,,not included,not included,not included,not included
2020-21,N1,North East and Yorkshire,Pennine,BSU,50<71,A to F2,0.33165924381692413,!,100.0,95.56,98.88888888888889,,not included,not included,not included,not included
2020-21,N1,North East and Yorkshire,Rotherham,BSU,50<71,A to F2,0.0,!,100.0,92.31,97.77777777777777,,not included,not included,not included,not included
2020-21,N1,North East and Yorkshire,Sheffield,BSU,50<71,A to F2,0.39108330074305825,!,98.08,100.0,98.46153846153847,,not included,not included,not included,not included
2020-21,N2,North West,Bolton,BSU,50<71,A to F2,0.29934742261869124,!,100.0,100.0,100.0,,not included,not included,not included,not included
2020-21,N2,North West,Cheshire & Stockport,BSU,50<71,A to F2,0.3523608174770966,!,100.0,95.65,98.82352941176471,,not included,not included,not included,not included
2020-21,N2,North West,Crewe,BSU,50<71,A to F2,0.4050222762251924,!,100.0,100.0,100.0,,not included,not included,not included,not included
2020-21,N2,North West,East Lancashire,BSU,50<71,A to F2,0.08244023083264633,!,100.0,95.0,98.96907216494846,,not included,not included,not included,not included
2020-21,N2,North West,Liverpool,BSU,50<71,A to F2,0.1452854859799506,!,100.0,96.43,99.29577464788733,,not included,not included,not included,not included
2020-21,N2,North West,Manchester,BSU,50<71,A to F2,0.2324590290961218,!,99.44,97.73,99.10313901345292,,not included,not included,not included,not included
2020-21,N2,North West,North Lancashire & South Cumbria,BSU,50<71,A to F2,0.19776525264511027,!,98.51,90.32,95.91836734693877,,not included,not included,not included,not included
2020-21,N2,North West,South Lancashire,BSU,50<71,A to F2,0.42742871099713015,!,100.0,90.0,97.8102189781022,,not included,not included,not included,not included
2020-21,N2,North West,"Warrington, Halton, St Helens & Knowsley",BSU,50<71,A to F2,0.2981514609421586,!,95.71,96.15,95.83333333333334,,not included,not included,not included,not included
2020-21,N2,North West,Wirral & Chester,BSU,50<71,A to F2,0.18264840182648404,!,100.0,100.0,100.0,,not included,not included,not included,not included
2020-21,N3,Midlands,"City, Sandwell & Walsall",BSU,50<71,A to F2,0.20193861066235866,!,100.0,96.61,98.97435897435898,,not included,not included,not included,not included
2020-21,N3,Midlands,"Dudley, Wolverhampton & South West Staffordshire",BSU,50<71,A to F2,0.41273990506982183,!,100.0,100.0,100.0,,not included,not included,not included,not included
2020-21,N3,Midlands,Hereford & Worcester,BSU,50<71,A to F2,0.11766090128250382,!,100.0,100.0,100.0,,not included,not included,not included,not included
2020-21,N3,Midlands,Kettering,BSU,50<71,A to F2,0.37896731406916156,!,100.0,93.75,98.93617021276596,,not included,not included,not included,not included
2020-21,N3,Midlands,Leicestershire,BSU,50<71,A to F2,0.19115585574104754,!,100.0,96.88,99.40119760479041,,not included,not included,not included,not included
2020-21,N3,Midlands,Lincolnshire,BSU,50<71,A to F2,0.07970032677133976,!,100.0,100.0,100.0,,not included,not included,not included,not included
2020-21,N3,Midlands,North Derbyshire & Chesterfield,BSU,50<71,A to F2,0.4317323259579061,!,100.0,100.0,100.0,,not included,not included,not included,not included
2020-21,N3,Midlands,North Midlands,BSU,50<71,A to F2,0.2654984733837781,!,99.01,95.0,97.87234042553192,,not included,not included,not included,not included
2020-21,N3,Midlands,North Nottinghamshire,BSU,50<71,A to F2,0.14240956992309883,!,100.0,100.0,100.0,,not included,not included,not included,not included
2020-21,N3,Midlands,Northampton,BSU,50<71,A to F2,0.611695620259359,!,100.0,100.0,100.0,,not included,not included,not included,not included
2020-21,N3,Midlands,Nottingham City,BSU,50<71,A to F2,0.27986118885033023,!,100.0,100.0,100.0,,not included,not included,not included,not included
2020-21,N3,Midlands,Shropshire,BSU,50<71,A to F2,0.0,!,100.0,100.0,100.0,,not included,not included,not included,not included
2020-21,N3,Midlands,South Birmingham,BSU,50<71,A to F2,0.0,!,100.0,93.75,98.46153846153847,,not included,not included,not included,not included
2020-21,N3,Midlands,South Derbyshire & South East Staffordshire,BSU,50<71,A to F2,0.2129131846489594,!,100.0,95.0,98.83720930232558,,not included,not included,not included,not included
2020-21,N3,Midlands,"Warwickshire, Solihull & Coventry",BSU,50<71,A to F2,0.6820351930159596,!,99.35,96.97,98.93617021276596,,not included,not included,not included,not included
2020-21,N4,East of England,Beds & Herts,BSU,50<71,A to F2,0.20978182690002398,!,99.46,92.0,97.88135593220339,,not included,not included,not included,not included
2020-21,N4,East of England,Cambridge & Huntingdon,BSU,50<71,A to F2,0.0,!,98.33,100.0,98.61111111111111,,not included,not included,not included,not included
2020-21,N4,East of England,Chelmsford & Colchester,BSU,50<71,A to F2,0.23114261499345096,!,100.0,94.74,98.93617021276596,,not included,not included,not included,not included
2020-21,N4,East of England,East Suffolk,BSU,50<71,A to F2,0.0,!,100.0,100.0,100.0,,not included,not included,not included,not included
2020-21,N4,East of England,Great Yarmouth & Waveney,BSU,50<71,A to F2,1.1383039271485487,!,100.0,71.43,94.02985074626866,,not included,not included,not included,not included
2020-21,N4,East of England,King's Lynn,BSU,50<71,A to F2,0.0,!,100.0,100.0,100.0,,not included,not included,not included,not included
2020-21,N4,East of England,Milton Keynes,BSU,50<71,A to F2,0.4195804195804196,!,100.0,100.0,100.0,,not included,not included,not included,not included
2020-21,N4,East of England,Norfolk & Norwich,BSU,50<71,A to F2,0.11513441943469,!,100.0,96.0,99.42528735632183,,not included,not included,not included,not included
2020-21,N4,East of England,Peterborough,BSU,50<71,A to F2,0.5289326139849783,!,100.0,100.0,100.0,,not included,not included,not included,not included
2020-21,N4,East of England,South Essex,BSU,50<71,A to F2,0.6175507935527698,!,100.0,95.45,99.27007299270073,,not included,not included,not included,not included
2020-21,N4,East of England,West Essex (Epping),BSU,50<71,A to F2,0.0,!,100.0,88.89,98.46153846153847,,not included,not included,not included,not included
2020-21,N4,East of England,West Suffolk,BSU,50<71,A to F2,0.12393109431156277,!,100.0,93.33,98.57142857142858,,not included,not included,not included,not included
2020-21,N5,London,Central & East London,BSU,50<71,A to F2,0.17791483809749734,!,100.0,96.55,98.30508474576271,,not included,not included,not included,not included
2020-21,N5,London,North London,BSU,50<71,A to F2,0.28759391738864726,!,100.0,100.0,100.0,,not included,not included,not included,not included
2020-21,N5,London,Outer North East London,BSU,50<71,A to F2,0.5909389363099147,!,100.0,88.46,97.77777777777777,,not included,not included,not included,not included
2020-21,N5,London,South East London,BSU,50<71,A to F2,0.15849116411760045,!,100.0,97.44,99.5,,not included,not included,not included,not included
2020-21,N5,London,South West London,BSU,50<71,A to F2,0.5098139179199592,!,100.0,89.47,96.79144385026738,,not included,not included,not included,not included
2020-21,N5,London,West of London,BSU,50<71,A to F2,0.1977978505966902,!,100.0,97.06,99.23076923076923,,not included,not included,not included,not included
2020-21,N6,South East,Aylesbury & Wycombe,BSU,50<71,A to F2,0.0,!,100.0,95.65,99.09909909909909,,not included,not included,not included,not included
2020-21,N6,South East,Brighton,BSU,50<71,A to F2,0.2986114567262231,!,100.0,90.24,97.6878612716763,,not included,not included,not included,not included
2020-21,N6,South East,Canterbury,BSU,50<71,A to F2,0.11864507326333273,!,100.0,96.0,99.3006993006993,,not included,not included,not included,not included
2020-21,N6,South East,East Berkshire,BSU,50<71,A to F2,0.0,!,100.0,100.0,100.0,,not included,not included,not included,not included
2020-21,N6,South East,Guildford,BSU,50<71,A to F2,0.5265559728999192,!,98.71,88.57,96.36963696369637,,not included,not included,not included,not included
2020-21,N6,South East,Isle of Wight,BSU,50<71,A to F2,0.380952380952381,!,100.0,100.0,100.0,,not included,not included,not included,not included
2020-21,N6,South East,Maidstone,BSU,50<71,A to F2,0.7427351220870857,!,100.0,93.1,98.18181818181819,,not included,not included,not included,not included
2020-21,N6,South East,Medway,BSU,50<71,A to F2,0.23442994451824647,!,100.0,100.0,100.0,,not included,not included,not included,not included
2020-21,N6,South East,North & Mid Hampshire,BSU,50<71,A to F2,0.34197387319608785,!,98.72,96.55,98.13084112149532,,not included,not included,not included,not included
