CollectionYearRange,Parent_Org_Code,Parent_Org_Name,Org_Name,Org_Type,Age_Band,Table_Code,Total_with_cancer,Invasive_total,Non_or_micro_invasive,Cancer_non_microinvasive,Cancer_microinvasive,Small_invasive,Invasive_not_known,Invasive_lessthan10mm,Invasive_10mmto15mm,Invasive_15mmto20mm,Invasive_20mmto50mm,Invasive_50mmplus,Invasive_unknown,Rate_with_cancer,Rate_non_or_micro_invasive,Rate_small_invasive,Percent_small_invasive
2014-15,R8,South East,South East,Region,50<71,A to F2,2786.0,2163.0,623.0,607.0,16.0,1102.0,0.0,549.0,553.0,432.0,511.0,62.0,56.0,8.733186421869954,1.952898471222176,3.4544046794331265,50.94775774387424
2015-16,R1,North East,North East,Region,45 and over,A to F2,1030.0,835.0,194.0,188.0,6.0,437.0,1.0,201.0,236.0,156.0,203.0,18.0,21.0,8.065337060615315,1.5191023201547291,3.421895432513488,52.33532934131736
2015-16,R10,South West,South West,Region,45 and over,A to F2,2167.0,1720.0,447.0,429.0,18.0,877.0,0.0,474.0,403.0,357.0,406.0,28.0,52.0,8.924379576472914,1.84088494263193,3.611758601092176,50.98837209302326
2015-16,R2,North West,North West,Region,45 and over,A to F2,2209.0,1765.0,443.0,422.0,21.0,922.0,1.0,453.0,469.0,349.0,402.0,45.0,47.0,8.68440502586844,1.741598653897564,3.624726769511409,52.23796033994334
2015-16,R3,Yorkshire and the Humber,Yorkshire and the Humber,Region,45 and over,A to F2,1752.0,1387.0,365.0,355.0,10.0,750.0,0.0,400.0,350.0,271.0,298.0,23.0,45.0,8.03389643977329,1.6737284249527686,3.439167996478292,54.073540014419606
2015-16,R4,East Midlands,East Midlands,Region,45 and over,A to F2,1768.0,1417.0,351.0,343.0,8.0,802.0,0.0,392.0,410.0,244.0,304.0,30.0,37.0,8.479901003870634,1.6835097581213756,3.8466519259639416,56.5984474241355
2015-16,R5,West Midlands,West Midlands,Region,45 and over,A to F2,1940.0,1542.0,398.0,389.0,9.0,818.0,0.0,414.0,404.0,253.0,402.0,24.0,45.0,8.678303346962146,1.7803941917994508,3.659202132894348,53.047989623865114
2015-16,R6,East of England,East of England,Region,45 and over,A to F2,1903.0,1540.0,362.0,346.0,16.0,840.0,1.0,400.0,440.0,284.0,333.0,30.0,53.0,7.801226551226551,1.4839958021776205,3.443526170798898,54.54545454545454
2015-16,R7,London,London,Region,45 and over,A to F2,2110.0,1580.0,529.0,511.0,18.0,715.0,1.0,375.0,340.0,296.0,430.0,45.0,94.0,7.986706486644032,2.002354375087532,2.706395799976532,45.25316455696203
2015-16,R8,South East,South East,Region,45 and over,A to F2,3441.0,2698.0,741.0,716.0,25.0,1382.0,2.0,710.0,672.0,507.0,661.0,79.0,69.0,9.099828369990929,1.9595968678184479,3.6547407170379147,51.223128243143066
2015-16,R1,North East,North East,Region,50<71,A to F2,860.0,697.0,162.0,156.0,6.0,377.0,1.0,171.0,206.0,121.0,168.0,15.0,16.0,7.8282874255857555,1.4746308871452238,3.431702743541663,54.08895265423242
2015-16,R10,South West,South West,Region,50<71,A to F2,1767.0,1413.0,354.0,337.0,17.0,733.0,0.0,418.0,315.0,295.0,320.0,21.0,44.0,8.650358106222678,1.7330089245064106,3.5884054849242912,51.87544232130219
2015-16,R2,North West,North West,Region,50<71,A to F2,1844.0,1476.0,367.0,348.0,19.0,776.0,1.0,388.0,388.0,288.0,337.0,35.0,40.0,8.56391822479821,1.704424071855175,3.6039048494812422,52.574525745257446
2015-16,R3,Yorkshire and the Humber,Yorkshire and the Humber,Region,50<71,A to F2,1441.0,1137.0,304.0,295.0,9.0,625.0,0.0,322.0,303.0,231.0,231.0,19.0,31.0,7.8225513134394795,1.6502814707047895,3.392848418389781,54.96921723834652
2015-16,R4,East Midlands,East Midlands,Region,50<71,A to F2,1466.0,1165.0,301.0,294.0,7.0,658.0,0.0,321.0,337.0,201.0,247.0,26.0,33.0,8.270710626678401,1.6981472705526597,3.712228917022093,56.48068669527897
2015-16,R5,West Midlands,West Midlands,Region,50<71,A to F2,1590.0,1271.0,319.0,310.0,9.0,677.0,0.0,348.0,329.0,208.0,333.0,19.0,34.0,8.41274292456574,1.6878396181990383,3.582029534547802,53.26514555468135
2015-16,R6,East of England,East of England,Region,50<71,A to F2,1553.0,1258.0,294.0,281.0,13.0,697.0,1.0,336.0,361.0,237.0,263.0,23.0,38.0,7.5568466587838,1.430594280542458,3.3915789576125617,55.4054054054054
2015-16,R7,London,London,Region,50<71,A to F2,1759.0,1322.0,437.0,422.0,15.0,614.0,0.0,321.0,293.0,247.0,351.0,35.0,75.0,7.709434524592176,1.9153057914990226,2.691070379817849,46.4447806354009
2015-16,R8,South East,South East,Region,50<71,A to F2,2832.0,2240.0,591.0,572.0,19.0,1150.0,1.0,586.0,564.0,428.0,539.0,65.0,58.0,8.816305183626328,1.8398433487016808,3.5800674297917645,51.33928571428571
2016-17,R1,North East,North East,Region,45 and over,A to F2,1039.0,821.0,218.0,209.0,9.0,439.0,0.0,227.0,212.0,156.0,177.0,15.0,34.0,7.920112817776423,1.66177535541411,3.346419179021992,53.47137637028014
2016-17,R10,South West,South West,Region,45 and over,A to F2,2341.0,1851.0,489.0,467.0,22.0,971.0,1.0,473.0,498.0,370.0,405.0,41.0,64.0,8.79374333238171,1.8368818836115577,3.6474689345333795,52.45813074014046
2016-17,R2,North West,North West,Region,45 and over,A to F2,2465.0,1974.0,491.0,476.0,15.0,1026.0,0.0,507.0,519.0,355.0,480.0,48.0,65.0,8.564291248440883,1.7059095346792994,3.5646907995538926,51.97568389057751
2016-17,R3,Yorkshire and the Humber,Yorkshire and the Humber,Region,45 and over,A to F2,1888.0,1536.0,351.0,340.0,11.0,864.0,1.0,454.0,410.0,277.0,324.0,25.0,46.0,8.38593046962099,1.5590368616721224,3.8376291979621477,56.25
2016-17,R4,East Midlands,East Midlands,Region,45 and over,A to F2,1620.0,1309.0,309.0,303.0,6.0,735.0,2.0,385.0,350.0,229.0,281.0,29.0,35.0,8.208267042287776,1.5656509358437793,3.7241211580750093,56.14973262032086
2016-17,R5,West Midlands,West Midlands,Region,45 and over,A to F2,1929.0,1527.0,402.0,390.0,12.0,768.0,0.0,370.0,398.0,273.0,391.0,34.0,61.0,8.54681920087905,1.7811411709452454,3.402777162402857,50.29469548133595
2016-17,R6,East of England,East of England,Region,45 and over,A to F2,1884.0,1534.0,349.0,329.0,20.0,805.0,1.0,408.0,397.0,301.0,336.0,35.0,57.0,7.725047358968681,1.4310199194692517,3.3007766050795055,52.47718383311604
2016-17,R7,London,London,Region,45 and over,A to F2,2224.0,1689.0,533.0,520.0,13.0,800.0,2.0,410.0,390.0,265.0,446.0,57.0,121.0,7.930281981429447,1.9005576870961762,2.8526194177803768,47.365304914150386
2016-17,R8,South East,South East,Region,45 and over,A to F2,3012.0,2326.0,685.0,658.0,27.0,1227.0,1.0,631.0,596.0,377.0,556.0,64.0,102.0,8.81740764702266,2.0052869316768005,3.5919519199524585,52.751504729148756
2016-17,R1,North East,North East,Region,50<71,A to F2,900.0,715.0,185.0,179.0,6.0,385.0,0.0,201.0,184.0,134.0,153.0,14.0,29.0,7.779410493560377,1.599101045898522,3.3278589333563833,53.84615384615385
2016-17,R10,South West,South West,Region,50<71,A to F2,1916.0,1515.0,400.0,380.0,20.0,814.0,1.0,401.0,413.0,288.0,328.0,32.0,53.0,8.434880608579277,1.760935408889202,3.583503557089526,53.72937293729373
2016-17,R2,North West,North West,Region,50<71,A to F2,2078.0,1678.0,400.0,388.0,12.0,882.0,0.0,431.0,451.0,302.0,399.0,39.0,56.0,8.409891132785626,1.6188433364361163,3.5695495568416367,52.56257449344458
2016-17,R3,Yorkshire and the Humber,Yorkshire and the Humber,Region,50<71,A to F2,1547.0,1267.0,280.0,269.0,11.0,704.0,0.0,373.0,331.0,231.0,273.0,24.0,35.0,8.104823077003678,1.4669363035300775,3.688296991732766,55.56432517758485
2016-17,R4,East Midlands,East Midlands,Region,50<71,A to F2,1297.0,1050.0,245.0,241.0,4.0,604.0,2.0,318.0,286.0,189.0,216.0,22.0,19.0,7.799580253892273,1.473320865230229,3.6321869493839114,57.52380952380952
2016-17,R5,West Midlands,West Midlands,Region,50<71,A to F2,1600.0,1274.0,326.0,314.0,12.0,638.0,0.0,306.0,332.0,226.0,337.0,26.0,47.0,8.32600471460017,1.6964234605997845,3.3199943799468175,50.078492935635786
2016-17,R6,East of England,East of England,Region,50<71,A to F2,1549.0,1272.0,276.0,259.0,17.0,681.0,1.0,348.0,333.0,243.0,281.0,28.0,39.0,7.338623711950728,1.3075920881203362,3.2263413478621343,53.5377358490566
2016-17,R7,London,London,Region,50<71,A to F2,1866.0,1410.0,454.0,443.0,11.0,676.0,2.0,350.0,326.0,219.0,368.0,49.0,98.0,7.679517992954269,1.8684357817798702,2.7820761860863263,47.94326241134752
2016-17,R8,South East,South East,Region,50<71,A to F2,2474.0,1917.0,556.0,533.0,23.0,1025.0,1.0,520.0,505.0,301.0,459.0,50.0,82.0,8.466774583249203,1.9027997850794487,3.507859316018768,53.46896191966615
2017-18,R1,North East,North East,Region,45 and over,A to F2,1013.0,771.0,241.0,230.0,11.0,415.0,1.0,203.0,212.0,140.0,167.0,17.0,32.0,7.989589084312644,1.9007808186765518,3.2731287956463446,53.82619974059663
2017-18,R10,South West,South West,Region,45 and over,A to F2,2459.0,1934.0,523.0,500.0,23.0,1025.0,2.0,524.0,501.0,372.0,417.0,34.0,86.0,9.132572718899485,1.9423893989363283,3.8067861069019817,52.99896587383661
2017-18,R2,North West,North West,Region,45 and over,A to F2,2302.0,1785.0,515.0,488.0,27.0,908.0,2.0,412.0,496.0,325.0,444.0,56.0,52.0,8.633751894024634,1.9315300718604198,3.405493796600507,50.86834733893557
2017-18,R3,Yorkshire and the Humber,Yorkshire and the Humber,Region,45 and over,A to F2,1744.0,1379.0,364.0,352.0,12.0,765.0,1.0,404.0,361.0,233.0,302.0,31.0,48.0,7.929110839330936,1.6549290971998054,3.478079009224866,55.474981870920956
2017-18,R4,East Midlands,East Midlands,Region,45 and over,A to F2,1737.0,1396.0,341.0,329.0,12.0,762.0,0.0,363.0,399.0,248.0,301.0,30.0,55.0,8.310010764262648,1.6313838057648606,3.645496950125583,54.58452722063038
2017-18,R5,West Midlands,West Midlands,Region,45 and over,A to F2,1780.0,1399.0,381.0,367.0,14.0,674.0,0.0,342.0,332.0,271.0,363.0,48.0,43.0,8.127853881278538,1.7397260273972603,3.077625570776256,48.17726947819872
2017-18,R6,East of England,East of England,Region,45 and over,A to F2,1816.0,1481.0,333.0,308.0,25.0,784.0,2.0,371.0,413.0,259.0,327.0,43.0,68.0,7.88779867001985,1.4463859896016575,3.4053051526957945,52.93720459149224
2017-18,R7,London,London,Region,45 and over,A to F2,2265.0,1749.0,515.0,506.0,9.0,749.0,1.0,374.0,375.0,320.0,455.0,50.0,175.0,8.311743594636448,1.8898666451380886,2.748563334385298,42.82447112635792
2017-18,R8,South East,South East,Region,45 and over,A to F2,2885.0,2247.0,638.0,611.0,27.0,1141.0,0.0,578.0,563.0,432.0,536.0,58.0,80.0,8.875530301398857,1.9627689193388114,3.51021839649778,50.77881619937694
2017-18,R1,North East,North East,Region,50<71,A to F2,872.0,666.0,205.0,198.0,7.0,358.0,1.0,175.0,183.0,122.0,147.0,10.0,29.0,7.751180010488982,1.8222384198970658,3.1822505088934125,53.753753753753756
2017-18,R10,South West,South West,Region,50<71,A to F2,2006.0,1586.0,419.0,398.0,21.0,847.0,1.0,432.0,415.0,313.0,335.0,29.0,62.0,8.747487168753244,1.827117210223135,3.693480374842471,53.40479192938209
2017-18,R2,North West,North West,Region,50<71,A to F2,1889.0,1464.0,423.0,401.0,22.0,745.0,2.0,327.0,418.0,269.0,364.0,46.0,40.0,8.313272630453246,1.8615745487992186,3.2786596663248644,50.887978142076506
2017-18,R3,Yorkshire and the Humber,Yorkshire and the Humber,Region,50<71,A to F2,1429.0,1135.0,294.0,284.0,10.0,625.0,0.0,340.0,285.0,192.0,259.0,26.0,33.0,7.6516952601255115,1.574246610550665,3.346612692497162,55.06607929515418
2017-18,R4,East Midlands,East Midlands,Region,50<71,A to F2,1421.0,1146.0,275.0,264.0,11.0,639.0,0.0,307.0,332.0,197.0,244.0,23.0,43.0,8.002432829685027,1.548676304126237,3.598560575769692,55.75916230366492
2017-18,R5,West Midlands,West Midlands,Region,50<71,A to F2,1488.0,1184.0,304.0,291.0,13.0,566.0,0.0,291.0,275.0,238.0,308.0,37.0,35.0,7.9944125073873105,1.6332670714017083,3.040885402675549,47.80405405405405
2017-18,R6,East of England,East of England,Region,50<71,A to F2,1544.0,1262.0,280.0,257.0,23.0,681.0,2.0,320.0,361.0,219.0,274.0,33.0,55.0,7.57527438291442,1.373754421772045,3.3411670043812953,53.961965134706816
2017-18,R7,London,London,Region,50<71,A to F2,1898.0,1479.0,418.0,410.0,8.0,647.0,1.0,325.0,322.0,262.0,388.0,39.0,143.0,8.102731363290955,1.7844792991863117,2.76210073342953,43.745774171737665
2017-18,R8,South East,South East,Region,50<71,A to F2,2359.0,1838.0,521.0,497.0,24.0,931.0,0.0,469.0,462.0,366.0,435.0,45.0,61.0,8.534577883902244,1.8849152511712883,3.368245871094951,50.65288356909684
2018-19,R1,North East,North East,Region,45 and over,A to F2,1113.0,860.0,251.0,237.0,14.0,475.0,2.0,249.0,226.0,144.0,184.0,21.0,36.0,8.591741738264513,1.9375805717020604,3.6667361416672457,55.23255813953488
2018-19,R10,South West,South West,Region,45 and over,A to F2,2583.0,2042.0,540.0,513.0,27.0,1105.0,1.0,560.0,545.0,328.0,484.0,45.0,80.0,9.22776833049915,1.9291501736235157,3.9476128552851564,54.113614103819785
2018-19,R2,North West,North West,Region,45 and over,A to F2,2455.0,1941.0,509.0,490.0,19.0,994.0,5.0,510.0,484.0,340.0,475.0,58.0,74.0,8.988196356393884,1.8635405072930702,3.639212699900416,51.2107161257084
2018-19,R3,Yorkshire and the Humber,Yorkshire and the Humber,Region,45 and over,A to F2,1962.0,1560.0,401.0,388.0,13.0,831.0,1.0,442.0,389.0,273.0,353.0,28.0,75.0,8.44721138694428,1.7264687900941162,3.5777944253571334,53.26923076923077
2018-19,R4,East Midlands,East Midlands,Region,45 and over,A to F2,1827.0,1452.0,375.0,364.0,11.0,815.0,0.0,421.0,394.0,254.0,295.0,33.0,55.0,8.241795421224767,1.691665726852374,3.676553513025826,56.12947658402204
2018-19,R5,West Midlands,West Midlands,Region,45 and over,A to F2,1906.0,1529.0,377.0,362.0,15.0,762.0,0.0,353.0,409.0,268.0,382.0,55.0,62.0,8.770113514533264,1.7346971642072617,3.5062048783181257,49.83649444081099
2018-19,R6,East of England,East of England,Region,45 and over,A to F2,2208.0,1831.0,375.0,347.0,28.0,920.0,2.0,440.0,480.0,375.0,397.0,45.0,94.0,8.590637450199203,1.459007719123506,3.5794322709163344,50.24576734025123
2018-19,R7,London,London,Region,45 and over,A to F2,2210.0,1630.0,580.0,561.0,19.0,690.0,0.0,339.0,351.0,280.0,451.0,60.0,149.0,8.222949843726745,2.1580592350052092,2.5673463312993006,42.331288343558285
2018-19,R8,South East,South East,Region,45 and over,A to F2,3294.0,2572.0,720.0,699.0,21.0,1296.0,2.0,648.0,648.0,464.0,604.0,73.0,135.0,9.282403167401688,2.0289405830386205,3.6520930494695163,50.38880248833593
2018-19,R1,North East,North East,Region,50<71,A to F2,908.0,700.0,206.0,196.0,10.0,387.0,2.0,206.0,181.0,117.0,151.0,15.0,30.0,8.1799591002045,1.8558056989450735,3.4863922596686576,55.285714285714285
2018-19,R10,South West,South West,Region,50<71,A to F2,2012.0,1588.0,424.0,400.0,24.0,868.0,0.0,432.0,436.0,260.0,367.0,38.0,55.0,8.687429565758057,1.8307505645533875,3.7478572878121232,54.65994962216625
2018-19,R2,North West,North West,Region,50<71,A to F2,1943.0,1534.0,406.0,390.0,16.0,791.0,3.0,399.0,392.0,269.0,379.0,43.0,52.0,8.568114970609118,1.790352381918323,3.4881003302891465,51.56453715775749
2018-19,R3,Yorkshire and the Humber,Yorkshire and the Humber,Region,50<71,A to F2,1529.0,1221.0,308.0,297.0,11.0,654.0,0.0,351.0,303.0,216.0,276.0,21.0,54.0,7.955710264375172,1.6025891180036318,3.402900270046673,53.56265356265356
2018-19,R4,East Midlands,East Midlands,Region,50<71,A to F2,1424.0,1137.0,287.0,277.0,10.0,655.0,0.0,339.0,316.0,199.0,220.0,24.0,39.0,7.73064353264351,1.55807211648082,3.5558788721077947,57.607739665787165
2018-19,R5,West Midlands,West Midlands,Region,50<71,A to F2,1488.0,1194.0,294.0,284.0,10.0,595.0,0.0,271.0,324.0,204.0,308.0,43.0,44.0,8.251081290894977,1.6302539647332817,3.299323500055451,49.83249581239531
2018-19,R6,East of England,East of England,Region,50<71,A to F2,1716.0,1410.0,306.0,283.0,23.0,721.0,0.0,341.0,380.0,295.0,292.0,36.0,66.0,7.763406126576093,1.384383609983849,3.261897329406389,51.13475177304964
2018-19,R7,London,London,Region,50<71,A to F2,1793.0,1324.0,469.0,453.0,16.0,577.0,0.0,292.0,285.0,229.0,354.0,48.0,116.0,7.874534467008642,2.0597638957206104,2.5340805284238637,43.58006042296073
2018-19,R8,South East,South East,Region,50<71,A to F2,2472.0,1930.0,541.0,525.0,16.0,999.0,1.0,486.0,513.0,335.0,457.0,51.0,88.0,8.439481204059964,1.8469900207914403,3.4106155836795726,51.76165803108809
2019-20,R1,North East,North East,Region,45 and over,A to F2,1017.0,802.0,215.0,207.0,8.0,419.0,0.0,195.0,224.0,137.0,189.0,23.0,34.0,8.292360754384678,1.7530556167086584,3.4164200158182694,52.244389027431424
2019-20,R10,South West,South West,Region,45 and over,A to F2,2339.0,1815.0,523.0,494.0,29.0,976.0,1.0,498.0,478.0,327.0,410.0,42.0,60.0,8.952801625972693,2.0018449125197604,3.7357564715473917,53.77410468319559
2019-20,R2,North West,North West,Region,45 and over,A to F2,2234.0,1755.0,478.0,461.0,17.0,871.0,1.0,417.0,454.0,331.0,422.0,65.0,66.0,8.17712965911545,1.749627563588713,3.1881288867903117,49.629629629629626
2019-20,R3,Yorkshire and the Humber,Yorkshire and the Humber,Region,45 and over,A to F2,1719.0,1403.0,316.0,304.0,12.0,734.0,0.0,379.0,355.0,271.0,316.0,34.0,48.0,7.870338575647278,1.446787079641966,3.3605750520797564,52.316464718460445
2019-20,R4,East Midlands,East Midlands,Region,45 and over,A to F2,1763.0,1426.0,337.0,332.0,5.0,765.0,0.0,361.0,404.0,259.0,286.0,43.0,73.0,8.497941791749815,1.62439386490056,3.6874222749226364,53.64656381486677
2019-20,R5,West Midlands,West Midlands,Region,45 and over,A to F2,1765.0,1416.0,348.0,337.0,11.0,692.0,1.0,345.0,347.0,252.0,372.0,39.0,61.0,8.687819332736098,1.7129524803355025,3.4062158517016314,48.87005649717514
2019-20,R6,East of England,East of England,Region,45 and over,A to F2,1858.0,1518.0,339.0,319.0,20.0,800.0,1.0,391.0,409.0,293.0,320.0,37.0,68.0,8.068858894852953,1.472197613215905,3.4742126565567077,52.70092226613966
2019-20,R7,London,London,Region,45 and over,A to F2,2075.0,1563.0,510.0,484.0,26.0,701.0,2.0,376.0,325.0,269.0,419.0,50.0,124.0,7.735033176768806,1.9011406844106464,2.6131365093565946,44.849648112603965
2019-20,R8,South East,South East,Region,45 and over,A to F2,3001.0,2324.0,676.0,646.0,30.0,1134.0,1.0,521.0,613.0,441.0,583.0,77.0,89.0,8.854518577966086,1.9945533351233171,3.345892724896215,48.795180722891565
2019-20,R1,North East,North East,Region,50<71,A to F2,887.0,701.0,186.0,180.0,6.0,363.0,0.0,165.0,198.0,119.0,171.0,20.0,28.0,8.05667832326627,1.6894500204368954,3.2971524592397476,51.78316690442225
2019-20,R10,South West,South West,Region,50<71,A to F2,1896.0,1476.0,419.0,394.0,25.0,775.0,1.0,400.0,375.0,275.0,342.0,37.0,47.0,8.46353004196054,1.8703687170788321,3.4595125435229,52.50677506775068
2019-20,R2,North West,North West,Region,50<71,A to F2,1841.0,1457.0,384.0,372.0,12.0,723.0,0.0,348.0,375.0,278.0,351.0,54.0,51.0,7.858219116686657,1.6390853562236156,3.086090397264776,49.62251201098147
2019-20,R3,Yorkshire and the Humber,Yorkshire and the Humber,Region,50<71,A to F2,1405.0,1137.0,268.0,256.0,12.0,605.0,0.0,317.0,288.0,219.0,253.0,25.0,35.0,7.572042187862097,1.444346837257681,3.260559091570512,53.21020228671943
2019-20,R4,East Midlands,East Midlands,Region,50<71,A to F2,1423.0,1147.0,276.0,273.0,3.0,618.0,0.0,294.0,324.0,218.0,228.0,33.0,50.0,8.064698948132028,1.5642002176278564,3.502448313384113,53.879686137750646
2019-20,R5,West Midlands,West Midlands,Region,50<71,A to F2,1444.0,1159.0,284.0,274.0,10.0,571.0,1.0,274.0,297.0,201.0,306.0,34.0,47.0,8.298039846681647,1.6320244573806009,3.2812886097335316,49.26660914581536
2019-20,R6,East of England,East of England,Region,50<71,A to F2,1524.0,1244.0,280.0,263.0,17.0,654.0,0.0,317.0,337.0,250.0,257.0,32.0,51.0,7.503914443558155,1.3786719450106846,3.2201837572749565,52.572347266881025
2019-20,R7,London,London,Region,50<71,A to F2,1785.0,1331.0,452.0,431.0,21.0,613.0,2.0,326.0,287.0,230.0,347.0,44.0,97.0,7.5337117774917175,1.9076962036001435,2.5872074619621417,46.055597295266715
2019-20,R8,South East,South East,Region,50<71,A to F2,2474.0,1911.0,563.0,538.0,25.0,942.0,0.0,433.0,509.0,366.0,474.0,65.0,64.0,8.505050088350762,1.93546612762388,3.2383820465749467,49.293563579277865
2020-21,R1,North East,North East,Region,45 and over,A to F2,666.0,539.0,127.0,120.0,7.0,291.0,0.0,157.0,134.0,91.0,115.0,16.0,26.0,9.31911678280581,1.7770688159404473,4.071866342036772,53.98886827458256
2020-21,R10,South West,South West,Region,45 and over,A to F2,1468.0,1143.0,323.0,308.0,15.0,602.0,2.0,290.0,312.0,198.0,251.0,32.0,60.0,9.887519364181315,2.1755236748164615,4.054691183404055,52.66841644794401
2020-21,R2,North West,North West,Region,45 and over,A to F2,1284.0,1001.0,283.0,277.0,6.0,451.0,0.0,216.0,235.0,187.0,277.0,30.0,56.0,9.280407065830177,2.045447974789673,3.2597068432160516,45.05494505494506
2020-21,R3,Yorkshire and the Humber,Yorkshire and the Humber,Region,45 and over,A to F2,980.0,778.0,200.0,193.0,7.0,381.0,2.0,208.0,173.0,133.0,203.0,22.0,39.0,8.440272155714409,1.722504521574369,3.281371113599173,48.97172236503856
2020-21,R4,East Midlands,East Midlands,Region,45 and over,A to F2,1048.0,835.0,213.0,204.0,9.0,447.0,0.0,214.0,233.0,147.0,164.0,16.0,61.0,9.147006711878015,1.8590767458301694,3.9014427482914824,53.53293413173653
2020-21,R5,West Midlands,West Midlands,Region,45 and over,A to F2,1031.0,800.0,230.0,221.0,9.0,364.0,1.0,174.0,190.0,136.0,215.0,27.0,58.0,9.353594919482877,2.0866409616693127,3.302336130641869,45.5
2020-21,R6,East of England,East of England,Region,45 and over,A to F2,1244.0,1029.0,215.0,206.0,9.0,526.0,0.0,244.0,282.0,165.0,254.0,22.0,62.0,8.593296675969162,1.4851758724544777,3.6335000414467684,51.1175898931001
2020-21,R7,London,London,Region,45 and over,A to F2,1119.0,840.0,278.0,267.0,11.0,352.0,1.0,177.0,175.0,160.0,222.0,36.0,70.0,8.76656952148162,2.1779323744163457,2.757669769045157,41.904761904761905
2020-21,R8,South East,South East,Region,45 and over,A to F2,1973.0,1547.0,426.0,406.0,20.0,726.0,0.0,360.0,366.0,284.0,394.0,41.0,102.0,9.153286229245051,1.9763304276018203,3.368112418870708,46.9295410471881
2020-21,R1,North East,North East,Region,50<71,A to F2,623.0,503.0,120.0,113.0,7.0,270.0,0.0,147.0,123.0,87.0,107.0,15.0,24.0,9.110984366545285,1.7549247576010178,3.94858070460229,53.677932405566594
2020-21,R10,South West,South West,Region,50<71,A to F2,1345.0,1047.0,296.0,282.0,14.0,548.0,2.0,267.0,281.0,181.0,231.0,32.0,55.0,9.65278674876918,2.124330764041396,3.9328826307252864,52.340019102196756
2020-21,R2,North West,North West,Region,50<71,A to F2,1169.0,913.0,256.0,250.0,6.0,408.0,0.0,198.0,210.0,170.0,252.0,30.0,53.0,9.036517114498624,1.9789122166908877,3.153891345351102,44.687842278203725
2020-21,R3,Yorkshire and the Humber,Yorkshire and the Humber,Region,50<71,A to F2,880.0,698.0,180.0,174.0,6.0,345.0,2.0,191.0,154.0,119.0,181.0,17.0,36.0,8.181860443494028,1.6735623634419599,3.20766119659709,49.4269340974212
2020-21,R4,East Midlands,East Midlands,Region,50<71,A to F2,948.0,755.0,193.0,185.0,8.0,408.0,0.0,193.0,215.0,128.0,154.0,12.0,53.0,8.854847748925835,1.8027274425555762,3.810947132449094,54.03973509933775
2020-21,R5,West Midlands,West Midlands,Region,50<71,A to F2,937.0,720.0,216.0,208.0,8.0,327.0,1.0,156.0,171.0,122.0,199.0,25.0,47.0,9.086413048748557,2.094626700672026,3.171032088517373,45.416666666666664
2020-21,R6,East of England,East of England,Region,50<71,A to F2,1149.0,950.0,199.0,191.0,8.0,493.0,0.0,227.0,266.0,147.0,237.0,20.0,53.0,8.306884809751372,1.4387032873285666,3.564224726899414,51.89473684210526
2020-21,R7,London,London,Region,50<71,A to F2,1040.0,777.0,262.0,251.0,11.0,326.0,1.0,161.0,165.0,145.0,206.0,35.0,65.0,8.671797480175771,2.1846259036596654,2.7182749793627896,41.95624195624196
2020-21,R8,South East,South East,Region,50<71,A to F2,1811.0,1409.0,402.0,385.0,17.0,661.0,0.0,333.0,328.0,258.0,366.0,36.0,88.0,8.925051253745465,1.9811543920517267,3.25756978394575,46.91270404542229
2021-22,R1,North East,North East,Region,45 and over,A to F2,1191.0,927.0,264.0,252.0,12.0,487.0,0.0,252.0,235.0,157.0,207.0,37.0,39.0,8.895428302549126,1.9717825960310404,3.6373413797996847,52.53505933117584
2021-22,R10,South West,South West,Region,45 and over,A to F2,2681.0,2123.0,558.0,530.0,28.0,1029.0,0.0,505.0,524.0,454.0,492.0,44.0,104.0,9.758316954211255,2.031011137803014,3.745359248744267,48.469147432878
2021-22,R2,North West,North West,Region,45 and over,A to F2,2392.0,1885.0,502.0,480.0,22.0,887.0,5.0,452.0,435.0,354.0,485.0,47.0,112.0,9.236127467826073,1.9383511659066424,3.424935227408749,47.05570291777189
2021-22,R3,Yorkshire and the Humber,Yorkshire and the Humber,Region,45 and over,A to F2,1936.0,1552.0,384.0,365.0,19.0,755.0,0.0,337.0,418.0,316.0,374.0,38.0,69.0,8.187465903179833,1.6239601791431073,3.192942539721474,48.646907216494846
2021-22,R4,East Midlands,East Midlands,Region,45 and over,A to F2,2033.0,1630.0,403.0,386.0,17.0,855.0,0.0,410.0,445.0,255.0,395.0,32.0,93.0,8.912601269596326,1.7667379791673974,3.748290253568548,52.45398773006135
2021-22,R5,West Midlands,West Midlands,Region,45 and over,A to F2,1986.0,1582.0,404.0,394.0,10.0,724.0,0.0,376.0,348.0,308.0,414.0,45.0,91.0,9.801792553401508,1.9939195325147074,3.5732617364867534,45.76485461441214
2021-22,R6,East of England,East of England,Region,45 and over,A to F2,2152.0,1746.0,405.0,372.0,33.0,810.0,1.0,385.0,425.0,347.0,420.0,50.0,119.0,8.531658717793187,1.6056327977259484,3.2112655954518967,46.391752577319586
2021-22,R7,London,London,Region,45 and over,A to F2,2416.0,1847.0,569.0,548.0,21.0,753.0,0.0,373.0,380.0,383.0,492.0,65.0,154.0,8.983349569795717,2.1156978084494056,2.7998601929040463,40.768814293448834
