CollectionYearRange,Parent_Org_Code,Parent_Org_Name,Org_Name,Org_Type,Age_Band,Table_Code,Initial_referred,Percent_assessment,Referral_cyt_bio,Open_biop_total,Final_STR,Percent_STR
2019-20,E92000001,England,England,National,60-64,B,523.0,8.006736068585425,267.0,5.0,9.0,0.13778322106552357
2019-20,E92000001,England,England,National,60-64,C1,9348.0,2.6463219578479524,4506.0,101.0,46.0,0.013022123455392151
2019-20,E92000001,England,England,National,60-64,C2,1486.0,4.1305314654213925,756.0,18.0,8.0,0.022237046920169
2019-20,E92000001,England,England,National,60-64,D,71.0,98.61111111111111,14.0,2.0,1.0,1.3888888888888888
2019-20,E92000001,England,England,National,60-64,E,93.0,6.638115631691649,50.0,1.0,0.0,0.0
2019-20,E92000001,England,England,National,60-64,F1,214.0,3.805797616930464,103.0,4.0,2.0,0.035568202027387516
2019-20,E92000001,England,England,National,60-64,F2,85.0,5.68561872909699,43.0,1.0,0.0,0.0
2019-20,E92000001,England,England,National,65-70,A,154.0,7.048054919908467,70.0,0.0,0.0,0.0
2019-20,E92000001,England,England,National,65-70,A to F2,14153.0,3.1949451556613035,7431.0,130.0,98.0,0.022122844997866726
2019-20,E92000001,England,England,National,65-70,B,285.0,8.253692441355343,155.0,3.0,2.0,0.057920648711265565
2019-20,E92000001,England,England,National,65-70,C1,11584.0,2.954740235889483,6093.0,107.0,80.0,0.02040566461249643
2019-20,E92000001,England,England,National,65-70,C2,1674.0,4.470915015223546,911.0,17.0,12.0,0.032049570001602475
2019-20,E92000001,England,England,National,65-70,D,92.0,97.87234042553192,16.0,0.0,2.0,2.127659574468085
2019-20,E92000001,England,England,National,65-70,E,72.0,7.361963190184049,33.0,0.0,0.0,0.0
2019-20,E92000001,England,England,National,65-70,F1,208.0,3.969465648854962,109.0,2.0,0.0,0.0
2019-20,E92000001,England,England,National,65-70,F2,84.0,5.4510058403634005,44.0,1.0,2.0,0.12978585334198572
2019-20,E92000001,England,England,National,Over 70,A,46.0,8.630393996247655,28.0,1.0,0.0,0.0
2019-20,E92000001,England,England,National,Over 70,A to F2,5901.0,3.76430512496651,3278.0,58.0,50.0,0.03189548487516107
2019-20,E92000001,England,England,National,Over 70,B,38.0,10.584958217270195,20.0,1.0,0.0,0.0
2019-20,E92000001,England,England,National,Over 70,C1,2238.0,3.258827812158718,1238.0,23.0,18.0,0.02621041135784492
2019-20,E92000001,England,England,National,Over 70,C2,322.0,5.188527231711247,169.0,1.0,3.0,0.048340315823396714
2019-20,E92000001,England,England,National,Over 70,D,87.0,97.75280898876404,13.0,0.0,4.0,4.49438202247191
2019-20,E92000001,England,England,National,Over 70,E,88.0,5.0285714285714285,49.0,1.0,2.0,0.1142857142857143
2019-20,E92000001,England,England,National,Over 70,F1,2312.0,3.481613107249345,1294.0,23.0,17.0,0.025600096376833418
2019-20,E92000001,England,England,National,Over 70,F2,770.0,6.042059008160703,467.0,8.0,6.0,0.047080979284369114
2020-21,E92000001,England,England,National,45 and over,A,9653.0,7.239713801430993,4574.0,108.0,83.0,0.06224968875155624
2020-21,E92000001,England,England,National,45 and over,A to F2,47198.0,3.9757100775885954,22552.0,496.0,377.0,0.031756487547160914
2020-21,E92000001,England,England,National,45 and over,B,2546.0,7.413014994904644,1324.0,38.0,27.0,0.07861406318241375
2020-21,E92000001,England,England,National,45 and over,C1,28641.0,3.2234320925128728,13619.0,281.0,201.0,0.022621760783320673
2020-21,E92000001,England,England,National,45 and over,C2,3212.0,4.312509230542017,1655.0,32.0,33.0,0.044306601683650866
2020-21,E92000001,England,England,National,45 and over,D,463.0,96.05809128630706,71.0,7.0,11.0,2.2821576763485476
2020-21,E92000001,England,England,National,45 and over,E,747.0,7.017379051197746,319.0,6.0,11.0,0.10333489901362142
2020-21,E92000001,England,England,National,45 and over,F1,1580.0,3.989496010503989,798.0,19.0,6.0,0.01514998485001515
2020-21,E92000001,England,England,National,45 and over,F2,356.0,6.198850774856346,192.0,5.0,5.0,0.08706251088281386
2020-21,E92000001,England,England,National,45-49,A,1614.0,7.259805685498382,709.0,19.0,13.0,0.05847427132061893
2020-21,E92000001,England,England,National,45-49,A to F2,1887.0,7.049462044231919,810.0,21.0,19.0,0.07098027495517036
2020-21,E92000001,England,England,National,45-49,B,34.0,7.264957264957266,18.0,0.0,1.0,0.2136752136752137
2020-21,E92000001,England,England,National,45-49,C1,98.0,3.8221528861154446,41.0,1.0,1.0,0.0390015600624025
2020-21,E92000001,England,England,National,45-49,C2,2.0,2.857142857142857,1.0,0.0,0.0,0.0
2020-21,E92000001,England,England,National,45-49,D,41.0,100.0,2.0,0.0,2.0,4.878048780487805
2020-21,E92000001,England,England,National,45-49,E,92.0,6.87593423019432,38.0,1.0,2.0,0.14947683109118087
2020-21,E92000001,England,England,National,45-49,F1,6.0,11.76470588235294,1.0,0.0,0.0,0.0
2020-21,E92000001,England,England,National,45-49,F2,0.0,0.0,0.0,0.0,0.0,0.0
2020-21,E92000001,England,England,National,45-74,A,9653.0,7.239713801430993,4574.0,108.0,83.0,0.06224968875155624
2020-21,E92000001,England,England,National,45-74,A to F2,46637.0,3.9641570906791266,22235.0,489.0,374.0,0.031790096959795726
2020-21,E92000001,England,England,National,45-74,B,2546.0,7.413014994904644,1324.0,38.0,27.0,0.07861406318241375
2020-21,E92000001,England,England,National,45-74,C1,28641.0,3.223439348221712,13619.0,281.0,201.0,0.02262181170324235
2020-21,E92000001,England,England,National,45-74,C2,3212.0,4.312567132116004,1655.0,32.0,33.0,0.04430719656283566
2020-21,E92000001,England,England,National,45-74,D,444.0,95.8963282937365,65.0,6.0,9.0,1.9438444924406046
2020-21,E92000001,England,England,National,45-74,E,738.0,7.056123912419926,314.0,6.0,11.0,0.1051725786404054
2020-21,E92000001,England,England,National,45-74,F1,1193.0,3.8523637303022475,582.0,14.0,6.0,0.019374838543012144
2020-21,E92000001,England,England,National,45-74,F2,210.0,5.391527599486521,102.0,4.0,4.0,0.10269576379974327
2020-21,E92000001,England,England,National,50-52,A,7224.0,7.166595569488397,3471.0,81.0,62.0,0.061507326316207186
2020-21,E92000001,England,England,National,50-52,A to F2,11004.0,5.976439662616838,4957.0,113.0,108.0,0.05865644161783156
2020-21,E92000001,England,England,National,50-52,B,818.0,7.229980555064522,409.0,14.0,13.0,0.1149018914619056
2020-21,E92000001,England,England,National,50-52,C1,2388.0,3.7480576962315384,874.0,15.0,25.0,0.03923845996892314
2020-21,E92000001,England,England,National,50-52,C2,97.0,4.395106479383779,45.0,0.0,1.0,0.045310376076121435
2020-21,E92000001,England,England,National,50-52,D,91.0,96.80851063829788,13.0,0.0,3.0,3.1914893617021276
2020-21,E92000001,England,England,National,50-52,E,306.0,7.127882599580712,119.0,3.0,3.0,0.06988120195667365
2020-21,E92000001,England,England,National,50-52,F1,77.0,4.644149577804583,24.0,0.0,1.0,0.060313630880579006
2020-21,E92000001,England,England,National,50-52,F2,3.0,6.976744186046512,2.0,0.0,0.0,0.0
2020-21,E92000001,England,England,National,50<71,A,7990.0,7.219792532620089,3837.0,87.0,68.0,0.06144504283080927
2020-21,E92000001,England,England,National,50<71,A to F2,43276.0,3.877857697784094,20635.0,454.0,344.0,0.03082500804228044
2020-21,E92000001,England,England,National,50<71,B,2503.0,7.411245669617742,1299.0,38.0,25.0,0.07402362834216682
2020-21,E92000001,England,England,National,50<71,C1,27700.0,3.2012906864399335,13122.0,275.0,196.0,0.022651731932932382
2020-21,E92000001,England,England,National,50<71,C2,3109.0,4.301447190016326,1594.0,31.0,33.0,0.04565704640416171
2020-21,E92000001,England,England,National,50<71,D,367.0,95.32467532467533,57.0,6.0,7.0,1.8181818181818181
2020-21,E92000001,England,England,National,50<71,E,638.0,7.164514317798989,270.0,5.0,8.0,0.08983717012914093
2020-21,E92000001,England,England,National,50<71,F1,806.0,3.7417018708509353,375.0,8.0,4.0,0.018569240053850796
2020-21,E92000001,England,England,National,50<71,F2,163.0,5.172960964773088,81.0,4.0,3.0,0.0952078705172961
2020-21,E92000001,England,England,National,53-54,A,360.0,8.012463832628534,172.0,3.0,2.0,0.04451368795904741
2020-21,E92000001,England,England,National,53-54,A to F2,4772.0,3.947553459899905,2044.0,52.0,33.0,0.027298672291847625
2020-21,E92000001,England,England,National,53-54,B,655.0,7.472051106548026,328.0,7.0,4.0,0.04563084645220169
2020-21,E92000001,England,England,National,53-54,C1,3255.0,3.332173129683469,1348.0,33.0,18.0,0.01842676385078416
2020-21,E92000001,England,England,National,53-54,C2,254.0,4.425087108013937,103.0,6.0,5.0,0.08710801393728224
2020-21,E92000001,England,England,National,53-54,D,43.0,95.55555555555556,7.0,1.0,1.0,2.2222222222222223
2020-21,E92000001,England,England,National,53-54,E,98.0,7.318894697535475,42.0,0.0,3.0,0.22404779686333084
2020-21,E92000001,England,England,National,53-54,F1,101.0,3.8417649296310383,41.0,2.0,0.0,0.0
2020-21,E92000001,England,England,National,53-54,F2,6.0,3.1746031746031744,3.0,0.0,0.0,0.0
2020-21,E92000001,England,England,National,55-59,A,180.0,7.2992700729927,82.0,2.0,4.0,0.16220600162206003
2020-21,E92000001,England,England,National,55-59,A to F2,9655.0,3.290157470923596,4371.0,95.0,74.0,0.02521715720852885
2020-21,E92000001,England,England,National,55-59,B,683.0,7.347246127366609,357.0,10.0,4.0,0.04302925989672978
2020-21,E92000001,England,England,National,55-59,C1,7360.0,2.9542216067593876,3273.0,72.0,50.0,0.020069440263311058
2020-21,E92000001,England,England,National,55-59,C2,891.0,3.939340348395084,439.0,8.0,11.0,0.0486338314616677
2020-21,E92000001,England,England,National,55-59,D,102.0,94.44444444444444,11.0,0.0,2.0,1.8518518518518516
2020-21,E92000001,England,England,National,55-59,E,121.0,7.245508982035928,57.0,0.0,0.0,0.0
2020-21,E92000001,England,England,National,55-59,F1,263.0,3.7031822021965644,124.0,2.0,1.0,0.014080540692762602
2020-21,E92000001,England,England,National,55-59,F2,55.0,5.208333333333334,28.0,1.0,2.0,0.1893939393939394
2020-21,E92000001,England,England,National,60-64,A,124.0,7.341622261693309,66.0,1.0,0.0,0.0
2020-21,E92000001,England,England,National,60-64,A to F2,8259.0,3.2850199272912404,4176.0,82.0,59.0,0.02346726912582434
2020-21,E92000001,England,England,National,60-64,B,229.0,7.697478991596639,129.0,3.0,4.0,0.13445378151260504
2020-21,E92000001,England,England,National,60-64,C1,6652.0,3.0475876318887987,3364.0,67.0,43.0,0.019700280843538535
2020-21,E92000001,England,England,National,60-64,C2,891.0,4.216553878188443,457.0,7.0,9.0,0.042591453315034784
2020-21,E92000001,England,England,National,60-64,D,61.0,95.3125,9.0,1.0,0.0,0.0
2020-21,E92000001,England,England,National,60-64,E,57.0,5.943691345151199,30.0,0.0,2.0,0.20855057351407716
2020-21,E92000001,England,England,National,60-64,F1,194.0,3.6493604213694506,98.0,2.0,1.0,0.018811136192626032
2020-21,E92000001,England,England,National,60-64,F2,51.0,5.054509415262636,23.0,1.0,0.0,0.0
2020-21,E92000001,England,England,National,65-70,A,102.0,8.367514356029531,46.0,0.0,0.0,0.0
2020-21,E92000001,England,England,National,65-70,A to F2,9586.0,3.6023509605267114,5087.0,112.0,70.0,0.026305504614737095
2020-21,E92000001,England,England,National,65-70,B,118.0,8.29817158931083,76.0,4.0,0.0,0.0
2020-21,E92000001,England,England,National,65-70,C1,8045.0,3.402079730032604,4263.0,88.0,60.0,0.02537287555027424
2020-21,E92000001,England,England,National,65-70,C2,976.0,4.742007579438344,550.0,10.0,7.0,0.03401030026236518
2020-21,E92000001,England,England,National,65-70,D,70.0,94.5945945945946,17.0,4.0,1.0,1.3513513513513513
2020-21,E92000001,England,England,National,65-70,E,56.0,8.695652173913043,22.0,2.0,0.0,0.0
2020-21,E92000001,England,England,National,65-70,F1,171.0,3.535980148883375,88.0,2.0,1.0,0.0206782464846981
2020-21,E92000001,England,England,National,65-70,F2,48.0,5.620608899297424,25.0,2.0,1.0,0.117096018735363
2020-21,E92000001,England,England,National,Over 70,A,49.0,11.29032258064516,28.0,2.0,2.0,0.4608294930875576
2020-21,E92000001,England,England,National,Over 70,A to F2,2035.0,4.581888593686675,1107.0,21.0,14.0,0.031521592290719144
2020-21,E92000001,England,England,National,Over 70,B,9.0,8.653846153846153,7.0,0.0,1.0,0.9615384615384616
2020-21,E92000001,England,England,National,Over 70,C1,843.0,4.075416968817984,456.0,5.0,4.0,0.019337684312303604
2020-21,E92000001,England,England,National,Over 70,C2,101.0,4.73511486169714,60.0,1.0,0.0,0.0
2020-21,E92000001,England,England,National,Over 70,D,55.0,98.21428571428571,12.0,1.0,2.0,3.571428571428571
2020-21,E92000001,England,England,National,Over 70,E,17.0,4.228855721393035,11.0,0.0,1.0,0.24875621890547264
2020-21,E92000001,England,England,National,Over 70,F1,768.0,4.263824117255163,422.0,11.0,2.0,0.01110370863868532
2020-21,E92000001,England,England,National,Over 70,F2,193.0,7.457496136012365,111.0,1.0,2.0,0.07727975270479134
2021-22,E92000001,England,England,National,45 and over,A,12780.0,6.580132941340019,6280.0,166.0,125.0,0.06435967274393603
2021-22,E92000001,England,England,National,45 and over,A to F2,77040.0,3.4982436128901013,38616.0,991.0,573.0,0.026018867993068902
2021-22,E92000001,England,England,National,45 and over,B,3585.0,6.734797392496854,1777.0,61.0,44.0,0.0826586011910353
2021-22,E92000001,England,England,National,45 and over,C1,46820.0,2.8693542911003442,23306.0,594.0,286.0,0.017527452525730423
2021-22,E92000001,England,England,National,45 and over,C2,5264.0,4.054938875493964,2749.0,61.0,41.0,0.03158292057280633
2021-22,E92000001,England,England,National,45 and over,D,372.0,94.89795918367348,53.0,2.0,22.0,5.612244897959184
2021-22,E92000001,England,England,National,45 and over,E,1844.0,6.607897943094675,905.0,31.0,18.0,0.06450225757901526
2021-22,E92000001,England,England,National,45 and over,F1,5129.0,3.6130404767607325,2825.0,64.0,29.0,0.02042857746657462
2021-22,E92000001,England,England,National,45 and over,F2,1246.0,5.418098012784276,721.0,12.0,8.0,0.03478714614949776
2021-22,E92000001,England,England,National,45-49,A,680.0,6.323228566114934,316.0,8.0,5.0,0.046494327692021574
2021-22,E92000001,England,England,National,45-49,A to F2,904.0,5.683747249292676,403.0,13.0,7.0,0.04401131719585036
2021-22,E92000001,England,England,National,45-49,B,32.0,6.0606060606060606,15.0,1.0,0.0,0.0
2021-22,E92000001,England,England,National,45-49,C1,129.0,3.3716675378985888,48.0,2.0,0.0,0.0
2021-22,E92000001,England,England,National,45-49,C2,7.0,7.368421052631578,2.0,0.0,0.0,0.0
2021-22,E92000001,England,England,National,45-49,D,8.0,100.0,2.0,0.0,1.0,12.5
2021-22,E92000001,England,England,National,45-49,E,47.0,7.057057057057057,20.0,2.0,1.0,0.15015015015015015
2021-22,E92000001,England,England,National,45-49,F1,1.0,4.0,0.0,0.0,0.0,0.0
2021-22,E92000001,England,England,National,45-49,F2,0.0,0.0,0.0,0.0,0.0,0.0
2021-22,E92000001,England,England,National,45-74,A,12780.0,6.580166821130677,6280.0,166.0,125.0,0.06436000411904026
2021-22,E92000001,England,England,National,45-74,A to F2,74728.0,3.4821686108091305,37219.0,956.0,559.0,0.026048231632618348
2021-22,E92000001,England,England,National,45-74,B,3585.0,6.734923915085478,1777.0,61.0,44.0,0.08266015404846891
2021-22,E92000001,England,England,National,45-74,C1,46820.0,2.869357808060677,23306.0,594.0,286.0,0.01752747400908487
2021-22,E92000001,England,England,National,45-74,C2,5264.0,4.055032585083273,2749.0,61.0,41.0,0.031583650453726096
2021-22,E92000001,England,England,National,45-74,D,368.0,95.09043927648578,53.0,2.0,22.0,5.684754521963824
2021-22,E92000001,England,England,National,45-74,E,1779.0,6.641777114056374,865.0,30.0,16.0,0.059734926264700394
2021-22,E92000001,England,England,National,45-74,F1,3492.0,3.5776489150257156,1848.0,36.0,19.0,0.01946601643341598
2021-22,E92000001,England,England,National,45-74,F2,640.0,5.223210642291684,341.0,6.0,6.0,0.048967599771484537
2021-22,E92000001,England,England,National,50-52,A,10491.0,6.504392681550737,5189.0,135.0,99.0,0.06137974220508274
2021-22,E92000001,England,England,National,50-52,A to F2,16609.0,5.280896375643459,7802.0,224.0,150.0,0.047693085456470524
2021-22,E92000001,England,England,National,50-52,B,1139.0,6.609412174316717,534.0,24.0,15.0,0.08704230255904369
2021-22,E92000001,England,England,National,50-52,C1,3725.0,3.2202290901231905,1519.0,45.0,24.0,0.020747784741733305
2021-22,E92000001,England,England,National,50-52,C2,173.0,4.55983131259884,78.0,2.0,0.0,0.0
2021-22,E92000001,England,England,National,50-52,D,97.0,97.0,6.0,1.0,3.0,3.0
2021-22,E92000001,England,England,National,50-52,E,816.0,6.683046683046682,395.0,16.0,7.0,0.057330057330057325
2021-22,E92000001,England,England,National,50-52,F1,159.0,3.9056742815033165,76.0,1.0,1.0,0.024563989191844753
2021-22,E92000001,England,England,National,50-52,F2,9.0,6.569343065693431,5.0,0.0,1.0,0.7299270072992701
2021-22,E92000001,England,England,National,50<71,A,12049.0,6.5930157479453255,5937.0,158.0,120.0,0.0656620374930234
2021-22,E92000001,England,England,National,50<71,A to F2,71152.0,3.452758708204718,35259.0,922.0,540.0,0.026204318957029283
2021-22,E92000001,England,England,National,50<71,B,3544.0,6.735209715121915,1758.0,60.0,44.0,0.08361998517645718
2021-22,E92000001,England,England,National,50<71,C1,46140.0,2.8639369263513856,22927.0,584.0,283.0,0.017565976379658475
2021-22,E92000001,England,England,National,50<71,C2,5188.0,4.04449884231288,2704.0,61.0,41.0,0.03196307874611181
2021-22,E92000001,England,England,National,50<71,D,345.0,94.78021978021978,49.0,2.0,21.0,5.769230769230769
2021-22,E92000001,England,England,National,50<71,E,1688.0,6.707995549197266,818.0,28.0,15.0,0.059608965188364324
2021-22,E92000001,England,England,National,50<71,F1,1760.0,3.3996523082866528,850.0,23.0,10.0,0.019316206297083253
2021-22,E92000001,England,England,National,50<71,F2,438.0,5.02524093620927,216.0,6.0,6.0,0.06883891693437356
2021-22,E92000001,England,England,National,53-54,A,474.0,7.226711388931239,244.0,6.0,4.0,0.06098490623570667
2021-22,E92000001,England,England,National,53-54,A to F2,7486.0,3.4122816613791342,3352.0,108.0,53.0,0.024158553039419467
2021-22,E92000001,England,England,National,53-54,B,853.0,6.190579867914943,412.0,14.0,6.0,0.043544524276072284
2021-22,E92000001,England,England,National,53-54,C1,5211.0,2.9202438860370763,2296.0,80.0,34.0,0.01905359664656699
2021-22,E92000001,England,England,National,53-54,C2,349.0,3.617704986006012,156.0,3.0,1.0,0.01036591686534674
2021-22,E92000001,England,England,National,53-54,D,42.0,89.36170212765957,5.0,0.0,5.0,10.638297872340425
2021-22,E92000001,England,England,National,53-54,E,308.0,7.414540202214733,140.0,3.0,2.0,0.04814636494944632
2021-22,E92000001,England,England,National,53-54,F1,225.0,3.601728829838322,89.0,2.0,0.0,0.0
2021-22,E92000001,England,England,National,53-54,F2,24.0,4.733727810650888,10.0,0.0,1.0,0.19723865877712032
2021-22,E92000001,England,England,National,55-59,A,438.0,6.708531168632256,202.0,9.0,4.0,0.06126512482769183
2021-22,E92000001,England,England,National,55-59,A to F2,16240.0,2.9700507688481177,7766.0,182.0,125.0,0.022860612444951647
2021-22,E92000001,England,England,National,55-59,B,941.0,6.576740285155158,494.0,15.0,16.0,0.11182555213866369
2021-22,E92000001,England,England,National,55-59,C1,12313.0,2.6666637790262007,5838.0,135.0,81.0,0.017542415828889976
2021-22,E92000001,England,England,National,55-59,C2,1520.0,3.8208234880096525,767.0,16.0,8.0,0.02010959730531396
2021-22,E92000001,England,England,National,55-59,D,81.0,96.42857142857143,15.0,0.0,6.0,7.142857142857142
2021-22,E92000001,England,England,National,55-59,E,294.0,6.27668659265585,161.0,4.0,4.0,0.08539709649871904
2021-22,E92000001,England,England,National,55-59,F1,522.0,3.124812930260401,235.0,0.0,5.0,0.029931158335827598
2021-22,E92000001,England,England,National,55-59,F2,131.0,4.422687373396354,54.0,3.0,1.0,0.0337609723160027
2021-22,E92000001,England,England,National,60-64,A,372.0,7.795473595976529,183.0,8.0,7.0,0.14668901927912825
2021-22,E92000001,England,England,National,60-64,A to F2,14463.0,3.022917994753838,7388.0,193.0,90.0,0.01881093960643334
2021-22,E92000001,England,England,National,60-64,B,396.0,8.164948453608249,203.0,6.0,4.0,0.08247422680412371
2021-22,E92000001,England,England,National,60-64,C1,11465.0,2.77615005012325,5859.0,145.0,56.0,0.01355991302284361
2021-22,E92000001,England,England,National,60-64,C2,1478.0,3.9163729828559313,771.0,20.0,16.0,0.04239645989559872
2021-22,E92000001,England,England,National,60-64,D,50.0,90.9090909090909,13.0,1.0,3.0,5.454545454545454
2021-22,E92000001,England,England,National,60-64,E,168.0,6.760563380281689,79.0,3.0,0.0,0.0
2021-22,E92000001,England,England,National,60-64,F1,386.0,3.0066988627512075,201.0,9.0,2.0,0.015578750584203147
2021-22,E92000001,England,England,National,60-64,F2,148.0,5.4331864904552125,79.0,1.0,2.0,0.07342143906020558
2021-22,E92000001,England,England,National,65-70,A,274.0,7.604773799611435,119.0,0.0,6.0,0.16652789342214822
2021-22,E92000001,England,England,National,65-70,A to F2,16354.0,3.260386326074518,8951.0,215.0,122.0,0.024322314527399486
2021-22,E92000001,England,England,National,65-70,B,215.0,8.779093507554103,115.0,1.0,3.0,0.12249897917517355
2021-22,E92000001,England,England,National,65-70,C1,13426.0,3.0359767541776903,7415.0,179.0,88.0,0.01989914750243086
2021-22,E92000001,England,England,National,65-70,C2,1668.0,4.470531478652408,932.0,20.0,16.0,0.04288279595829648
2021-22,E92000001,England,England,National,65-70,D,75.0,96.15384615384616,10.0,0.0,4.0,5.128205128205128
2021-22,E92000001,England,England,National,65-70,E,102.0,6.253832004904966,43.0,2.0,2.0,0.1226241569589209
2021-22,E92000001,England,England,National,65-70,F1,468.0,3.929800990847258,249.0,11.0,2.0,0.01679402132840709
2021-22,E92000001,England,England,National,65-70,F2,126.0,5.2808046940486175,68.0,2.0,1.0,0.041911148365465216
2021-22,E92000001,England,England,National,Over 70,A,51.0,7.152875175315568,27.0,0.0,0.0,0.0
2021-22,E92000001,England,England,National,Over 70,A to F2,4984.0,3.967710605505756,2954.0,56.0,26.0,0.020698329804002737
2021-22,E92000001,England,England,National,Over 70,B,9.0,10.714285714285714,4.0,0.0,0.0,0.0
2021-22,E92000001,England,England,National,Over 70,C1,551.0,3.273721109856812,331.0,8.0,3.0,0.017824252866734003
2021-22,E92000001,England,England,National,Over 70,C2,69.0,4.761904761904762,43.0,0.0,0.0,0.0
2021-22,E92000001,England,England,National,Over 70,D,19.0,95.0,2.0,0.0,0.0,0.0
2021-22,E92000001,England,England,National,Over 70,E,109.0,5.250481695568401,67.0,1.0,2.0,0.09633911368015415
2021-22,E92000001,England,England,National,Over 70,F1,3368.0,3.735456894735091,1975.0,41.0,19.0,0.021072945665073256
2021-22,E92000001,England,England,National,Over 70,F2,808.0,5.6590558901806975,505.0,6.0,2.0,0.014007564084605685
2022-23,E92000001,England,England,National,45 and over,A,12522.0,6.164798322182344,6373.0,170.0,135.0,0.06646284726837698
2022-23,E92000001,England,England,National,45 and over,A to F2,72858.0,3.346937050498517,36792.0,830.0,575.0,0.026414241456485864
2022-23,E92000001,England,England,National,45 and over,B,3667.0,6.51552033545957,1904.0,40.0,30.0,0.053303956930402796
2022-23,E92000001,England,England,National,45 and over,C1,41446.0,2.663468910237255,20531.0,443.0,266.0,0.01709411596108454
2022-23,E92000001,England,England,National,45 and over,C2,5448.0,3.7765146263690563,2868.0,60.0,44.0,0.030500485234992377
2022-23,E92000001,England,England,National,45 and over,D,494.0,92.16417910447761,64.0,3.0,13.0,2.425373134328358
2022-23,E92000001,England,England,National,45 and over,E,2228.0,6.822844893584444,1125.0,29.0,25.0,0.0765579543714592
2022-23,E92000001,England,England,National,45 and over,F1,5276.0,3.5376868248657276,2911.0,61.0,42.0,0.028162025520159315
2022-23,E92000001,England,England,National,45 and over,F2,1777.0,5.10999281092739,1016.0,24.0,20.0,0.05751258087706686
2022-23,E92000001,England,England,National,45-49,A,1334.0,6.141239296565694,673.0,17.0,12.0,0.05524353190313968
2022-23,E92000001,England,England,National,45-49,A to F2,1389.0,5.999740831929507,696.0,17.0,14.0,0.06047254978186688
2022-23,E92000001,England,England,National,45-49,B,7.0,3.8461538461538463,2.0,0.0,0.0,0.0
2022-23,E92000001,England,England,National,45-49,C1,36.0,3.3271719038817005,15.0,0.0,1.0,0.09242144177449169
2022-23,E92000001,England,England,National,45-49,C2,2.0,4.545454545454546,1.0,0.0,0.0,0.0
2022-23,E92000001,England,England,National,45-49,D,0.0,z,0.0,0.0,0.0,z
2022-23,E92000001,England,England,National,45-49,E,10.0,8.928571428571429,5.0,0.0,1.0,0.8928571428571428
2022-23,E92000001,England,England,National,45-49,F1,0.0,0.0,0.0,0.0,0.0,0.0
2022-23,E92000001,England,England,National,45-49,F2,0.0,0.0,0.0,0.0,0.0,0.0
2022-23,E92000001,England,England,National,45-74,A,12522.0,6.16482867270579,6373.0,170.0,135.0,0.066463174478141
2022-23,E92000001,England,England,National,45-74,A to F2,70208.0,3.3208461043629622,35184.0,799.0,553.0,0.02615696068414879
2022-23,E92000001,England,England,National,45-74,B,3667.0,6.51552033545957,1904.0,40.0,30.0,0.053303956930402796
2022-23,E92000001,England,England,National,45-74,C1,41446.0,2.6634706218791973,20531.0,443.0,266.0,0.017094126946384847
2022-23,E92000001,England,England,National,45-74,C2,5448.0,3.7765408050797524,2868.0,60.0,44.0,0.030500696663639703
2022-23,E92000001,England,England,National,45-74,D,481.0,92.32245681381957,59.0,3.0,12.0,2.3032629558541267
2022-23,E92000001,England,England,National,45-74,E,2145.0,6.864659007264698,1085.0,28.0,24.0,0.07680737350785675
2022-23,E92000001,England,England,National,45-74,F1,3615.0,3.4820886752651297,1890.0,42.0,30.0,0.028897001454482405
2022-23,E92000001,England,England,National,45-74,F2,884.0,4.6958831341301455,474.0,13.0,12.0,0.06374501992031872
2022-23,E92000001,England,England,National,50-52,A,9881.0,6.061368209255534,5056.0,138.0,102.0,0.06257054522255484
2022-23,E92000001,England,England,National,50-52,A to F2,15575.0,4.974814502502579,7515.0,205.0,142.0,0.04535625421222256
2022-23,E92000001,England,England,National,50-52,B,1046.0,6.045543867760952,544.0,14.0,8.0,0.04623742919893654
2022-23,E92000001,England,England,National,50-52,C1,3320.0,3.0081182951580168,1342.0,37.0,17.0,0.015403015366772979
2022-23,E92000001,England,England,National,50-52,C2,128.0,3.4206306787814,56.0,4.0,1.0,0.026723677177979688
2022-23,E92000001,England,England,National,50-52,D,100.0,94.33962264150944,6.0,1.0,3.0,2.8301886792452833
2022-23,E92000001,England,England,National,50-52,E,923.0,6.563322192988694,445.0,9.0,10.0,0.07110858280594468
2022-23,E92000001,England,England,National,50-52,F1,164.0,3.89363722697056,59.0,2.0,1.0,0.023741690408357077
2022-23,E92000001,England,England,National,50-52,F2,13.0,4.850746268656716,7.0,0.0,0.0,0.0
2022-23,E92000001,England,England,National,50<71,A,11130.0,6.162108293655188,5671.0,152.0,122.0,0.0675451223563282
2022-23,E92000001,England,England,National,50<71,A to F2,66574.0,3.2777458026252884,33185.0,758.0,520.0,0.025602004046101332
2022-23,E92000001,England,England,National,50<71,B,3655.0,6.52189429356554,1901.0,40.0,30.0,0.053531280111345066
2022-23,E92000001,England,England,National,50<71,C1,41182.0,2.6608567439233908,20378.0,439.0,263.0,0.0169929902299998
2022-23,E92000001,England,England,National,50<71,C2,5407.0,3.7700985929241795,2842.0,59.0,43.0,0.029982289531300114
2022-23,E92000001,England,England,National,50<71,D,456.0,92.12121212121212,57.0,3.0,12.0,2.4242424242424243
2022-23,E92000001,England,England,National,50<71,E,2070.0,6.884624338976286,1043.0,28.0,23.0,0.07649582598862541
