CollectionYearRange,Parent_Org_Code,Parent_Org_Name,Org_Name,Org_Type,Age_Band,Table_Code,Screened,Invited,Uptake
2019-20,E92000001,England,England,National,53-54,C2,10213.0,18008.0,56.71368280764105
2019-20,E92000001,England,England,National,53-54,D,62.0,63.0,98.4126984126984
2019-20,E92000001,England,England,National,55-59,A,4808.0,14289.0,33.648260899993
2019-20,E92000001,England,England,National,55-59,A and C1,411867.0,496007.0,83.03652972639499
2019-20,E92000001,England,England,National,55-59,A to C2,468835.0,682863.0,68.65725628713226
2019-20,E92000001,England,England,National,55-59,A to D,468940.0,682972.0,68.66167280649866
2019-20,E92000001,England,England,National,55-59,B,18232.0,110368.0,16.51928095100029
2019-20,E92000001,England,England,National,55-59,C1,407059.0,481718.0,84.50151333352709
2019-20,E92000001,England,England,National,55-59,C2,38736.0,76488.0,50.64323815500471
2019-20,E92000001,England,England,National,55-59,D,105.0,109.0,96.3302752293578
2019-20,E92000001,England,England,National,60-64,A,2990.0,9516.0,31.420765027322407
2019-20,E92000001,England,England,National,60-64,A and C1,356235.0,421180.0,84.58022698133814
2019-20,E92000001,England,England,National,60-64,A to C2,398743.0,568309.0,70.16306270004522
2019-20,E92000001,England,England,National,60-64,A to D,398815.0,568383.0,70.16659541189657
2019-20,E92000001,England,England,National,60-64,B,6532.0,64481.0,10.13011584807928
2019-20,E92000001,England,England,National,60-64,C1,353245.0,411664.0,85.80905787243967
2019-20,E92000001,England,England,National,60-64,C2,35976.0,82648.0,43.52918400929242
2019-20,E92000001,England,England,National,60-64,D,72.0,74.0,97.2972972972973
2019-20,E92000001,England,England,National,65-70,A,2185.0,7234.0,30.204589438761403
2019-20,E92000001,England,England,National,65-70,A and C1,394233.0,458961.0,85.896840908051
2019-20,E92000001,England,England,National,65-70,A to C2,435128.0,611161.0,71.19695137615129
2019-20,E92000001,England,England,National,65-70,A to D,435222.0,611257.0,71.20114779871642
2019-20,E92000001,England,England,National,65-70,B,3453.0,52228.0,6.611396185953894
2019-20,E92000001,England,England,National,65-70,C1,392048.0,451727.0,86.78870202578106
2019-20,E92000001,England,England,National,65-70,C2,37442.0,99972.0,37.45248669627495
2019-20,E92000001,England,England,National,65-70,D,94.0,96.0,97.91666666666666
2019-20,E92000001,England,England,National,Over 70,A,533.0,2019.0,26.399207528479447
2019-20,E92000001,England,England,National,Over 70,A and C1,69208.0,84751.0,81.66039338768864
2019-20,E92000001,England,England,National,Over 70,A to C2,75773.0,113626.0,66.68632179254747
2019-20,E92000001,England,England,National,Over 70,A to D,75862.0,113715.0,66.71239502264433
2019-20,E92000001,England,England,National,Over 70,B,359.0,8175.0,4.391437308868502
2019-20,E92000001,England,England,National,Over 70,C1,68675.0,82732.0,83.00899289271382
2019-20,E92000001,England,England,National,Over 70,C2,6206.0,20700.0,29.980676328502415
2019-20,E92000001,England,England,National,Over 70,D,89.0,89.0,100.0
2020-21,E92000001,England,England,National,45-49,A,22232.0,38235.0,58.145678043677265
2020-21,E92000001,England,England,National,45-49,A and C1,24796.0,41855.0,59.24262334249194
2020-21,E92000001,England,England,National,45-49,A to C2,25334.0,43869.0,57.74920786888236
2020-21,E92000001,England,England,National,45-49,A to D,25375.0,43910.0,57.78865861990435
2020-21,E92000001,England,England,National,45-49,B,468.0,1881.0,24.880382775119617
2020-21,E92000001,England,England,National,45-49,C1,2564.0,3620.0,70.82872928176795
2020-21,E92000001,England,England,National,45-49,C2,70.0,133.0,52.63157894736842
2020-21,E92000001,England,England,National,45-49,D,41.0,41.0,100.0
2020-21,E92000001,England,England,National,45-74,A,133334.0,247587.0,53.85339294874125
2020-21,E92000001,England,England,National,45-74,A and C1,1021857.0,1398278.0,73.07967371295264
2020-21,E92000001,England,England,National,45-74,A to C2,1130682.0,1835898.0,61.58740845079629
2020-21,E92000001,England,England,National,45-74,A to D,1131145.0,1836371.0,61.59675795359435
2020-21,E92000001,England,England,National,45-74,B,34345.0,237385.0,14.468058217663291
2020-21,E92000001,England,England,National,45-74,C1,888523.0,1150691.0,77.2164725369365
2020-21,E92000001,England,England,National,45-74,C2,74480.0,200235.0,37.19629435413389
2020-21,E92000001,England,England,National,45-74,D,463.0,473.0,97.88583509513742
2020-21,E92000001,England,England,National,50-52,A,100801.0,172848.0,58.31771267240581
2020-21,E92000001,England,England,National,50-52,A and C1,164514.0,258827.0,63.56137497247196
2020-21,E92000001,England,England,National,50-52,A to C2,178035.0,304676.0,58.43420551668002
2020-21,E92000001,England,England,National,50-52,A to D,178129.0,304773.0,58.44645030891844
2020-21,E92000001,England,England,National,50-52,B,11314.0,42001.0,26.93745387014595
2020-21,E92000001,England,England,National,50-52,C1,63713.0,85979.0,74.10297863431768
2020-21,E92000001,England,England,National,50-52,C2,2207.0,3848.0,57.354469854469855
2020-21,E92000001,England,England,National,50-52,D,94.0,97.0,96.90721649484536
2020-21,E92000001,England,England,National,50<71,A,110668.0,207435.0,53.35068816737773
2020-21,E92000001,England,England,National,50<71,A and C1,975944.0,1326326.0,73.5825128965277
2020-21,E92000001,England,England,National,50<71,A to C2,1081995.0,1751538.0,61.77399519736368
2020-21,E92000001,England,England,National,50<71,A to D,1082380.0,1751931.0,61.78211356497487
2020-21,E92000001,England,England,National,50<71,B,33773.0,232345.0,14.535711980029697
2020-21,E92000001,England,England,National,50<71,C1,865276.0,1118891.0,77.33335954976847
2020-21,E92000001,England,England,National,50<71,C2,72278.0,192867.0,37.47556606366045
2020-21,E92000001,England,England,National,50<71,D,385.0,393.0,97.96437659033079
2020-21,E92000001,England,England,National,53-54,A,4493.0,12664.0,35.478521794061905
2020-21,E92000001,England,England,National,53-54,A and C1,102177.0,141437.0,72.24205830157597
2020-21,E92000001,England,England,National,53-54,A to C2,116683.0,195996.0,59.53335782362905
2020-21,E92000001,England,England,National,53-54,A to D,116728.0,196041.0,59.54264669125337
2020-21,E92000001,England,England,National,53-54,B,8766.0,42880.0,20.443097014925375
2020-21,E92000001,England,England,National,53-54,C1,97684.0,128773.0,75.85751671546053
2020-21,E92000001,England,England,National,53-54,C2,5740.0,11679.0,49.148043496874735
2020-21,E92000001,England,England,National,53-54,D,45.0,45.0,100.0
2020-21,E92000001,England,England,National,55-59,A,2466.0,9533.0,25.868037343963074
2020-21,E92000001,England,England,National,55-59,A and C1,251601.0,332306.0,75.71364946765932
2020-21,E92000001,England,England,National,55-59,A to C2,283515.0,456936.0,62.04698250958559
2020-21,E92000001,England,England,National,55-59,A to D,283623.0,457048.0,62.05540774710753
2020-21,E92000001,England,England,National,55-59,B,9296.0,72373.0,12.844569107263759
2020-21,E92000001,England,England,National,55-59,C1,249135.0,322773.0,77.18582409309329
2020-21,E92000001,England,England,National,55-59,C2,22618.0,52257.0,43.282239699944505
2020-21,E92000001,England,England,National,55-59,D,108.0,112.0,96.42857142857143
2020-21,E92000001,England,England,National,60-64,A,1689.0,6953.0,24.291672659283762
2020-21,E92000001,England,England,National,60-64,A and C1,219960.0,286978.0,76.6469903616305
2020-21,E92000001,England,England,National,60-64,A to C2,244066.0,386655.0,63.12242179720939
2020-21,E92000001,England,England,National,60-64,A to D,244130.0,386719.0,63.128524846206155
2020-21,E92000001,England,England,National,60-64,B,2975.0,42269.0,7.03825498592349
2020-21,E92000001,England,England,National,60-64,C1,218271.0,280025.0,77.94696902062316
2020-21,E92000001,England,England,National,60-64,C2,21131.0,57408.0,36.80845875139354
2020-21,E92000001,England,England,National,60-64,D,64.0,64.0,100.0
2020-21,E92000001,England,England,National,65-70,A,1219.0,5437.0,22.4204524553982
2020-21,E92000001,England,England,National,65-70,A and C1,237692.0,306778.0,77.48013221287054
2020-21,E92000001,England,England,National,65-70,A to C2,259696.0,407275.0,63.76428702964827
2020-21,E92000001,England,England,National,65-70,A to D,259770.0,407350.0,63.77071314594329
2020-21,E92000001,England,England,National,65-70,B,1422.0,32822.0,4.332459935409177
2020-21,E92000001,England,England,National,65-70,C1,236473.0,301341.0,78.47355653561911
2020-21,E92000001,England,England,National,65-70,C2,20582.0,67675.0,30.413003324713706
2020-21,E92000001,England,England,National,65-70,D,74.0,75.0,98.66666666666667
2020-21,E92000001,England,England,National,Over 70,A,434.0,1919.0,22.615945805106826
2020-21,E92000001,England,England,National,Over 70,A and C1,21119.0,30103.0,70.1557984254061
2020-21,E92000001,England,England,National,Over 70,A to C2,23356.0,40500.0,57.66913580246914
2020-21,E92000001,England,England,National,Over 70,A to D,23412.0,40559.0,57.72331664981878
2020-21,E92000001,England,England,National,Over 70,B,104.0,3159.0,3.292181069958848
2020-21,E92000001,England,England,National,Over 70,C1,20685.0,28184.0,73.39270508089696
2020-21,E92000001,England,England,National,Over 70,C2,2133.0,7238.0,29.469466703509255
2020-21,E92000001,England,England,National,Over 70,D,56.0,59.0,94.91525423728814
2021-22,E92000001,England,England,National,45-49,A,10754.0,20611.0,52.17602251225074
2021-22,E92000001,England,England,National,45-49,A and C1,14580.0,25868.0,56.363074068347
2021-22,E92000001,England,England,National,45-49,A to C2,15203.0,28379.0,53.57130272384509
2021-22,E92000001,England,England,National,45-49,A to D,15211.0,28387.0,53.584387219501885
2021-22,E92000001,England,England,National,45-49,B,528.0,2281.0,23.147742218325295
2021-22,E92000001,England,England,National,45-49,C1,3826.0,5257.0,72.77915160738063
2021-22,E92000001,England,England,National,45-49,C2,95.0,230.0,41.30434782608695
2021-22,E92000001,England,England,National,45-49,D,8.0,8.0,100.0
2021-22,E92000001,England,England,National,45-74,A,194220.0,393996.0,49.294916699661925
2021-22,E92000001,England,England,National,45-74,A and C1,1825944.0,2476001.0,73.74568911724995
2021-22,E92000001,England,England,National,45-74,A to C2,2008988.0,3227479.0,62.246353887972624
2021-22,E92000001,England,England,National,45-74,A to D,2009375.0,3227869.0,62.250822446635844
2021-22,E92000001,England,England,National,45-74,B,53230.0,408746.0,13.022757409246818
2021-22,E92000001,England,England,National,45-74,C1,1631724.0,2082005.0,78.37272244783274
2021-22,E92000001,England,England,National,45-74,C2,129814.0,342732.0,37.87624149481228
2021-22,E92000001,England,England,National,45-74,D,387.0,390.0,99.23076923076923
2021-22,E92000001,England,England,National,50-52,A,161291.0,288201.0,55.96476070520227
2021-22,E92000001,England,England,National,50-52,A and C1,276966.0,446130.0,62.08190437764777
2021-22,E92000001,England,England,National,50-52,A to C2,297993.0,523565.0,56.91614221729871
2021-22,E92000001,England,England,National,50-52,A to D,298093.0,523665.0,56.92436958742708
2021-22,E92000001,England,England,National,50-52,B,17233.0,70415.0,24.47347866221686
2021-22,E92000001,England,England,National,50-52,C1,115675.0,157929.0,73.24493918153094
2021-22,E92000001,England,England,National,50-52,C2,3794.0,7020.0,54.04558404558405
2021-22,E92000001,England,England,National,50-52,D,100.0,100.0,100.0
2021-22,E92000001,England,England,National,50<71,A,182754.0,370509.0,49.32511760847915
2021-22,E92000001,England,England,National,50<71,A and C1,1793823.0,2426063.0,73.9396709813389
2021-22,E92000001,England,England,National,50<71,A to C2,1974715.0,3168272.0,62.32782412621138
2021-22,E92000001,England,England,National,50<71,A to D,1975079.0,3168637.0,62.33213208076533
2021-22,E92000001,England,England,National,50<71,B,52619.0,404401.0,13.0115899812315
2021-22,E92000001,England,England,National,50<71,C1,1611069.0,2055554.0,78.37638904159171
2021-22,E92000001,England,England,National,50<71,C2,128273.0,337808.0,37.97216170132146
2021-22,E92000001,England,England,National,50<71,D,364.0,365.0,99.72602739726028
2021-22,E92000001,England,England,National,53-54,A,6559.0,19232.0,34.104617304492514
2021-22,E92000001,England,England,National,53-54,A and C1,185003.0,257064.0,71.96768120001245
2021-22,E92000001,England,England,National,53-54,A to C2,208429.0,351342.0,59.32367892253132
2021-22,E92000001,England,England,National,53-54,A to D,208476.0,351389.0,59.32911957972503
2021-22,E92000001,England,England,National,53-54,B,13779.0,73744.0,18.68490995877631
2021-22,E92000001,England,England,National,53-54,C1,178444.0,237832.0,75.02943254061691
2021-22,E92000001,England,England,National,53-54,C2,9647.0,20534.0,46.980617512418426
2021-22,E92000001,England,England,National,53-54,D,47.0,47.0,100.0
2021-22,E92000001,England,England,National,55-59,A,6529.0,26769.0,24.390152788673465
2021-22,E92000001,England,England,National,55-59,A and C1,468267.0,624346.0,75.00120125699532
2021-22,E92000001,England,England,National,55-59,A to C2,522357.0,844749.0,61.835764232925996
2021-22,E92000001,England,England,National,55-59,A to D,522441.0,844834.0,61.83948562676218
2021-22,E92000001,England,England,National,55-59,B,14308.0,125821.0,11.371710604748015
2021-22,E92000001,England,England,National,55-59,C1,461738.0,597577.0,77.2683687625193
2021-22,E92000001,England,England,National,55-59,C2,39782.0,94582.0,42.0608572455647
2021-22,E92000001,England,England,National,55-59,D,84.0,85.0,98.82352941176471
2021-22,E92000001,England,England,National,60-64,A,4772.0,20438.0,23.348664252862314
2021-22,E92000001,England,England,National,60-64,A and C1,417754.0,540659.0,77.267556814924
2021-22,E92000001,England,England,National,60-64,A to C2,460343.0,717720.0,64.13963662709692
2021-22,E92000001,England,England,National,60-64,A to D,460398.0,717775.0,64.14238445195221
2021-22,E92000001,England,England,National,60-64,B,4850.0,75768.0,6.401119205997255
2021-22,E92000001,England,England,National,60-64,C1,412982.0,520221.0,79.38587638715084
2021-22,E92000001,England,England,National,60-64,C2,37739.0,101293.0,37.257263581886214
2021-22,E92000001,England,England,National,60-64,D,55.0,55.0,100.0
2021-22,E92000001,England,England,National,65-70,A,3603.0,15869.0,22.704644275001577
2021-22,E92000001,England,England,National,65-70,A and C1,445833.0,557864.0,79.91786528616294
2021-22,E92000001,England,England,National,65-70,A to C2,485593.0,730896.0,66.43804316893238
2021-22,E92000001,England,England,National,65-70,A to D,485671.0,730974.0,66.44162446270319
2021-22,E92000001,England,England,National,65-70,B,2449.0,58653.0,4.175404497638654
2021-22,E92000001,England,England,National,65-70,C1,442230.0,541995.0,81.5930036254947
2021-22,E92000001,England,England,National,65-70,C2,37311.0,114379.0,32.62049851808461
2021-22,E92000001,England,England,National,65-70,D,78.0,78.0,100.0
2021-22,E92000001,England,England,National,Over 70,A,713.0,2880.0,24.756944444444446
2021-22,E92000001,England,England,National,Over 70,A and C1,17544.0,24079.0,72.86016861165331
2021-22,E92000001,England,England,National,Over 70,A to C2,19077.0,30849.0,61.8399299815229
2021-22,E92000001,England,England,National,Over 70,A to D,19097.0,30871.0,61.86064591364063
2021-22,E92000001,England,England,National,Over 70,B,84.0,2069.0,4.0599323344610925
2021-22,E92000001,England,England,National,Over 70,C1,16831.0,21199.0,79.39525449313646
2021-22,E92000001,England,England,National,Over 70,C2,1449.0,4701.0,30.823229100191448
2021-22,E92000001,England,England,National,Over 70,D,20.0,22.0,90.9090909090909
2022-23,E92000001,England,England,National,45-49,A,21722.0,38144.0,56.94735738255034
2022-23,E92000001,England,England,National,45-49,A and C1,22804.0,39611.0,57.569866956148545
2022-23,E92000001,England,England,National,45-49,A to C2,23030.0,40489.0,56.87964632369285
2022-23,E92000001,England,England,National,45-49,A to D,23030.0,40489.0,56.87964632369285
2022-23,E92000001,England,England,National,45-49,B,182.0,755.0,24.10596026490066
2022-23,E92000001,England,England,National,45-49,C1,1082.0,1467.0,73.75596455351057
2022-23,E92000001,England,England,National,45-49,C2,44.0,123.0,35.77235772357724
2022-23,E92000001,England,England,National,45-49,D,0.0,0.0,z
2022-23,E92000001,England,England,National,45-74,A,203120.0,377489.0,53.808190437337245
2022-23,E92000001,England,England,National,45-74,A and C1,1759210.0,2295574.0,76.63486343720568
2022-23,E92000001,England,England,National,45-74,A to C2,1959750.0,3037756.0,64.51308136664038
2022-23,E92000001,England,England,National,45-74,A to D,1960271.0,3038283.0,64.51903920734178
2022-23,E92000001,England,England,National,45-74,B,56281.0,393520.0,14.301941451514535
2022-23,E92000001,England,England,National,45-74,C1,1556090.0,1918085.0,81.12727016790184
2022-23,E92000001,England,England,National,45-74,C2,144259.0,348662.0,41.37502796404541
2022-23,E92000001,England,England,National,45-74,D,521.0,527.0,98.86148007590133
2022-23,E92000001,England,England,National,50-52,A,163016.0,277401.0,58.76546948280647
2022-23,E92000001,England,England,National,50-52,A and C1,273384.0,421465.0,64.86517267151484
2022-23,E92000001,England,England,National,50-52,A to C2,294428.0,491983.0,59.84515725136844
2022-23,E92000001,England,England,National,50-52,A to D,294534.0,492090.0,59.85368530146924
2022-23,E92000001,England,England,National,50-52,B,17302.0,63672.0,27.173639904510615
2022-23,E92000001,England,England,National,50-52,C1,110368.0,144064.0,76.61039537983119
2022-23,E92000001,England,England,National,50-52,C2,3742.0,6846.0,54.65965527315221
2022-23,E92000001,England,England,National,50-52,D,106.0,107.0,99.06542056074767
2022-23,E92000001,England,England,National,50<71,A,180620.0,336569.0,53.665073135077805
2022-23,E92000001,England,England,National,50<71,A and C1,1728317.0,2244297.0,77.00928174836041
2022-23,E92000001,England,England,National,50<71,A to C2,1927777.0,2982312.0,64.6403528537591
2022-23,E92000001,England,England,National,50<71,A to D,1928272.0,2982813.0,64.64609078745465
2022-23,E92000001,England,England,National,50<71,B,56042.0,391744.0,14.305771115830746
2022-23,E92000001,England,England,National,50<71,C1,1547697.0,1907728.0,81.12776035158052
2022-23,E92000001,England,England,National,50<71,C2,143418.0,346271.0,41.41784902576306
2022-23,E92000001,England,England,National,50<71,D,495.0,501.0,98.80239520958084
2022-23,E92000001,England,England,National,53-54,A,4200.0,12444.0,33.751205400192866
2022-23,E92000001,England,England,National,53-54,A and C1,174841.0,231213.0,75.6190179617928
2022-23,E92000001,England,England,National,53-54,A to C2,199636.0,321814.0,62.03459140994487
2022-23,E92000001,England,England,National,53-54,A to D,199698.0,321877.0,62.04171158548141
2022-23,E92000001,England,England,National,53-54,B,15170.0,71754.0,21.141678512696156
2022-23,E92000001,England,England,National,53-54,C1,170641.0,218769.0,78.00053938172228
2022-23,E92000001,England,England,National,53-54,C2,9625.0,18847.0,51.069135671459655
2022-23,E92000001,England,England,National,53-54,D,62.0,63.0,98.4126984126984
2022-23,E92000001,England,England,National,55-59,A,5311.0,18423.0,28.828095315638063
2022-23,E92000001,England,England,National,55-59,A and C1,441824.0,564820.0,78.22385892850819
2022-23,E92000001,England,England,National,55-59,A to C2,500709.0,783297.0,63.923262823679906
2022-23,E92000001,England,England,National,55-59,A to D,500835.0,783425.0,63.928901937007375
2022-23,E92000001,England,England,National,55-59,B,14915.0,121202.0,12.305902542862329
2022-23,E92000001,England,England,National,55-59,C1,436513.0,546397.0,79.88934785513098
2022-23,E92000001,England,England,National,55-59,C2,43970.0,97275.0,45.2017476227191
2022-23,E92000001,England,England,National,55-59,D,126.0,128.0,98.4375
2022-23,E92000001,England,England,National,60-64,A,4476.0,15364.0,29.133038271283517
2022-23,E92000001,England,England,National,60-64,A and C1,414501.0,514561.0,80.55429774118132
2022-23,E92000001,England,England,National,60-64,A to C2,463861.0,698647.0,66.39418762264778
2022-23,E92000001,England,England,National,60-64,A to D,463952.0,698739.0,66.39846924244961
2022-23,E92000001,England,England,National,60-64,B,5716.0,76818.0,7.4409643573120885
2022-23,E92000001,England,England,National,60-64,C1,410025.0,499197.0,82.13691188048004
2022-23,E92000001,England,England,National,60-64,C2,43644.0,107268.0,40.68687772681508
2022-23,E92000001,England,England,National,60-64,D,91.0,92.0,98.91304347826086
2022-23,E92000001,England,England,National,65-70,A,3617.0,12937.0,27.958568447089743
2022-23,E92000001,England,England,National,65-70,A and C1,423767.0,512238.0,82.72853634443365
2022-23,E92000001,England,England,National,65-70,A to C2,469143.0,686571.0,68.33131606199504
2022-23,E92000001,England,England,National,65-70,A to D,469253.0,686682.0,68.33628957799971
2022-23,E92000001,England,England,National,65-70,B,2939.0,58298.0,5.041339325534324
2022-23,E92000001,England,England,National,65-70,C1,420150.0,499301.0,84.14763839848108
2022-23,E92000001,England,England,National,65-70,C2,42437.0,116035.0,36.572585857715346
2022-23,E92000001,England,England,National,65-70,D,110.0,111.0,99.09909909909909
2022-23,E92000001,England,England,National,Over 70,A,779.0,2779.0,28.031666066930548
2022-23,E92000001,England,England,National,Over 70,A and C1,8091.0,11670.0,69.33161953727507
2022-23,E92000001,England,England,National,Over 70,A to C2,8946.0,14969.0,59.76351125659697
2022-23,E92000001,England,England,National,Over 70,A to D,8987.0,15010.0,59.87341772151898
2022-23,E92000001,England,England,National,Over 70,B,57.0,1024.0,5.56640625
2022-23,E92000001,England,England,National,Over 70,C1,7312.0,8891.0,82.2404678888764
2022-23,E92000001,England,England,National,Over 70,C2,798.0,2275.0,35.07692307692308
2022-23,E92000001,England,England,National,Over 70,D,41.0,41.0,100.0
2012-13,E92000001,England,England,National,45-49,E,2181.0,not included,not included
2012-13,E92000001,England,England,National,45-49,F1,58.0,not included,not included
2012-13,E92000001,England,England,National,45-49,F2,3.0,not included,not included
2012-13,E92000001,England,England,National,45-74,E,15401.0,not included,not included
2012-13,E92000001,England,England,National,45-74,F1,40362.0,not included,not included
2012-13,E92000001,England,England,National,45-74,F2,6602.0,not included,not included
2012-13,E92000001,England,England,National,50-52,E,6554.0,not included,not included
2012-13,E92000001,England,England,National,50-52,F1,449.0,not included,not included
2012-13,E92000001,England,England,National,50-52,F2,15.0,not included,not included
2012-13,E92000001,England,England,National,50<71,E,12795.0,not included,not included
2012-13,E92000001,England,England,National,50<71,F1,19249.0,not included,not included
2012-13,E92000001,England,England,National,50<71,F2,3350.0,not included,not included
2012-13,E92000001,England,England,National,53-54,E,1956.0,not included,not included
2012-13,E92000001,England,England,National,53-54,F1,2212.0,not included,not included
2012-13,E92000001,England,England,National,53-54,F2,21.0,not included,not included
2012-13,E92000001,England,England,National,55-59,E,2038.0,not included,not included
2012-13,E92000001,England,England,National,55-59,F1,5865.0,not included,not included
2012-13,E92000001,England,England,National,55-59,F2,899.0,not included,not included
2012-13,E92000001,England,England,National,60-64,E,1327.0,not included,not included
2012-13,E92000001,England,England,National,60-64,F1,4760.0,not included,not included
2012-13,E92000001,England,England,National,60-64,F2,1174.0,not included,not included
2012-13,E92000001,England,England,National,65-70,E,920.0,not included,not included
2012-13,E92000001,England,England,National,65-70,F1,5963.0,not included,not included
2012-13,E92000001,England,England,National,65-70,F2,1241.0,not included,not included
2012-13,E92000001,England,England,National,Over 70,E,1236.0,not included,not included
2012-13,E92000001,England,England,National,Over 70,F1,43059.0,not included,not included
2012-13,E92000001,England,England,National,Over 70,F2,9791.0,not included,not included
2013-14,E92000001,England,England,National,45-49,E,3228.0,not included,not included
2013-14,E92000001,England,England,National,45-49,F1,67.0,not included,not included
2013-14,E92000001,England,England,National,45-49,F2,3.0,not included,not included
2013-14,E92000001,England,England,National,45-74,E,17987.0,not included,not included
2013-14,E92000001,England,England,National,45-74,F1,47200.0,not included,not included
2013-14,E92000001,England,England,National,45-74,F2,8341.0,not included,not included
2013-14,E92000001,England,England,National,50-52,E,7839.0,not included,not included
2013-14,E92000001,England,England,National,50-52,F1,615.0,not included,not included
2013-14,E92000001,England,England,National,50-52,F2,5.0,not included,not included
2013-14,E92000001,England,England,National,50<71,E,14163.0,not included,not included
2013-14,E92000001,England,England,National,50<71,F1,21535.0,not included,not included
2013-14,E92000001,England,England,National,50<71,F2,3774.0,not included,not included
2013-14,E92000001,England,England,National,53-54,E,2185.0,not included,not included
2013-14,E92000001,England,England,National,53-54,F1,2539.0,not included,not included
2013-14,E92000001,England,England,National,53-54,F2,24.0,not included,not included
2013-14,E92000001,England,England,National,55-59,E,2137.0,not included,not included
2013-14,E92000001,England,England,National,55-59,F1,6490.0,not included,not included
2013-14,E92000001,England,England,National,55-59,F2,1033.0,not included,not included
2013-14,E92000001,England,England,National,60-64,E,1118.0,not included,not included
2013-14,E92000001,England,England,National,60-64,F1,4968.0,not included,not included
2013-14,E92000001,England,England,National,60-64,F2,1247.0,not included,not included
2013-14,E92000001,England,England,National,65-70,E,884.0,not included,not included
2013-14,E92000001,England,England,National,65-70,F1,6923.0,not included,not included
2013-14,E92000001,England,England,National,65-70,F2,1465.0,not included,not included
2013-14,E92000001,England,England,National,Over 70,E,1666.0,not included,not included
2013-14,E92000001,England,England,National,Over 70,F1,54386.0,not included,not included
2013-14,E92000001,England,England,National,Over 70,F2,16182.0,not included,not included
2014-15,E92000001,England,England,National,45-49,E,3540.0,not included,not included
2014-15,E92000001,England,England,National,45-49,F1,215.0,not included,not included
2014-15,E92000001,England,England,National,45-49,F2,1.0,not included,not included
2014-15,E92000001,England,England,National,45-74,E,19103.0,not included,not included
2014-15,E92000001,England,England,National,45-74,F1,49850.0,not included,not included
2014-15,E92000001,England,England,National,45-74,F2,8409.0,not included,not included
2014-15,E92000001,England,England,National,50-52,E,8348.0,not included,not included
2014-15,E92000001,England,England,National,50-52,F1,1083.0,not included,not included
2014-15,E92000001,England,England,National,50-52,F2,13.0,not included,not included
2014-15,E92000001,England,England,National,50<71,E,14895.0,not included,not included
2014-15,E92000001,England,England,National,50<71,F1,23578.0,not included,not included
2014-15,E92000001,England,England,National,50<71,F2,4077.0,not included,not included
2014-15,E92000001,England,England,National,53-54,E,2195.0,not included,not included
2014-15,E92000001,England,England,National,53-54,F1,2674.0,not included,not included
2014-15,E92000001,England,England,National,53-54,F2,45.0,not included,not included
2014-15,E92000001,England,England,National,55-59,E,2243.0,not included,not included
2014-15,E92000001,England,England,National,55-59,F1,6856.0,not included,not included
2014-15,E92000001,England,England,National,55-59,F2,1117.0,not included,not included
2014-15,E92000001,England,England,National,60-64,E,1157.0,not included,not included
2014-15,E92000001,England,England,National,60-64,F1,5327.0,not included,not included
2014-15,E92000001,England,England,National,60-64,F2,1297.0,not included,not included
2014-15,E92000001,England,England,National,65-70,E,952.0,not included,not included
2014-15,E92000001,England,England,National,65-70,F1,7638.0,not included,not included
2014-15,E92000001,England,England,National,65-70,F2,1605.0,not included,not included
2014-15,E92000001,England,England,National,Over 70,E,1889.0,not included,not included
2014-15,E92000001,England,England,National,Over 70,F1,56002.0,not included,not included
2014-15,E92000001,England,England,National,Over 70,F2,16717.0,not included,not included
2015-16,E92000001,England,England,National,45-49,E,3724.0,not included,not included
2015-16,E92000001,England,England,National,45-49,F1,294.0,not included,not included
2015-16,E92000001,England,England,National,45-49,F2,3.0,not included,not included
2015-16,E92000001,England,England,National,45-74,E,19779.0,not included,not included
2015-16,E92000001,England,England,National,45-74,F1,50486.0,not included,not included
2015-16,E92000001,England,England,National,45-74,F2,7902.0,not included,not included
2015-16,E92000001,England,England,National,50-52,E,8310.0,not included,not included
2015-16,E92000001,England,England,National,50-52,F1,1578.0,not included,not included
2015-16,E92000001,England,England,National,50-52,F2,20.0,not included,not included
2015-16,E92000001,England,England,National,50<71,E,15296.0,not included,not included
2015-16,E92000001,England,England,National,50<71,F1,23622.0,not included,not included
2015-16,E92000001,England,England,National,50<71,F2,4204.0,not included,not included
2015-16,E92000001,England,England,National,53-54,E,2361.0,not included,not included
2015-16,E92000001,England,England,National,53-54,F1,2779.0,not included,not included
2015-16,E92000001,England,England,National,53-54,F2,65.0,not included,not included
2015-16,E92000001,England,England,National,55-59,E,2434.0,not included,not included
2015-16,E92000001,England,England,National,55-59,F1,6914.0,not included,not included
2015-16,E92000001,England,England,National,55-59,F2,1165.0,not included,not included
2015-16,E92000001,England,England,National,60-64,E,1207.0,not included,not included
2015-16,E92000001,England,England,National,60-64,F1,5139.0,not included,not included
2015-16,E92000001,England,England,National,60-64,F2,1331.0,not included,not included
2015-16,E92000001,England,England,National,65-70,E,984.0,not included,not included
2015-16,E92000001,England,England,National,65-70,F1,7212.0,not included,not included
2015-16,E92000001,England,England,National,65-70,F2,1623.0,not included,not included
2015-16,E92000001,England,England,National,Over 70,E,1831.0,not included,not included
2015-16,E92000001,England,England,National,Over 70,F1,56810.0,not included,not included
2015-16,E92000001,England,England,National,Over 70,F2,14775.0,not included,not included
2016-17,E92000001,England,England,National,45-49,E,3192.0,not included,not included
