CollectionYearRange,Parent_Org_Code,Parent_Org_Name,Org_Name,Org_Type,Age_Band,Table_Code,Total_with_cancer,Invasive_total,Non_or_micro_invasive,Cancer_non_microinvasive,Cancer_microinvasive,Small_invasive,Invasive_not_known,Invasive_lessthan10mm,Invasive_10mmto15mm,Invasive_15mmto20mm,Invasive_20mmto50mm,Invasive_50mmplus,Invasive_unknown,Rate_with_cancer,Rate_non_or_micro_invasive,Rate_small_invasive,Percent_small_invasive
2014-15,E92000001,England,England,National,45-74,F1,577.0,464.0,113.0,110.0,3.0,251.0,0.0,123.0,128.0,90.0,105.0,6.0,12.0,11.574724172517552,2.266800401203611,5.035105315947844,54.0948275862069
2014-15,E92000001,England,England,National,45-74,F2,122.0,104.0,18.0,18.0,0.0,48.0,0.0,18.0,30.0,21.0,30.0,1.0,4.0,14.508264954215722,2.1405636817695326,5.708169818052087,46.15384615384615
2014-15,E92000001,England,England,National,50-52,A,1446.0,1040.0,404.0,391.0,13.0,492.0,2.0,264.0,228.0,198.0,283.0,29.0,38.0,8.50393145102006,2.3759255229682603,2.8934538547039206,47.30769230769231
2014-15,E92000001,England,England,National,50-52,A to F2,2190.0,1600.0,587.0,569.0,18.0,760.0,3.0,393.0,367.0,315.0,428.0,48.0,49.0,7.142810549181023,1.9145341517667855,2.4787835695788027,47.5
2014-15,E92000001,England,England,National,50-52,B,116.0,89.0,27.0,25.0,2.0,34.0,0.0,22.0,12.0,26.0,22.0,5.0,2.0,7.475671843784236,1.7400270670877103,2.191145195591931,38.20224719101123
2014-15,E92000001,England,England,National,50-52,C1,539.0,404.0,134.0,131.0,3.0,201.0,1.0,90.0,111.0,81.0,102.0,13.0,7.0,4.971774342323728,1.2360255322289047,1.854038298343357,49.75247524752475
2014-15,E92000001,England,England,National,50-52,C2,13.0,8.0,5.0,5.0,0.0,3.0,0.0,1.0,2.0,1.0,3.0,0.0,1.0,4.397834912043302,1.6914749661705006,1.0148849797023003,37.5
2014-15,E92000001,England,England,National,50-52,D,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.273504273504274,4.273504273504274,0.0,z
2014-15,E92000001,England,England,National,50-52,E,68.0,53.0,15.0,15.0,0.0,27.0,0.0,15.0,12.0,8.0,17.0,0.0,1.0,8.145663632007667,1.796837565884044,3.2343076185912794,50.943396226415096
2014-15,E92000001,England,England,National,50-52,F1,7.0,6.0,1.0,1.0,0.0,3.0,0.0,1.0,2.0,1.0,1.0,1.0,0.0,6.463527239150507,0.9233610341643582,2.770083102493075,50.0
2014-15,E92000001,England,England,National,50-52,F2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,z
2014-15,E92000001,England,England,National,50<71,A,1545.0,1124.0,419.0,406.0,13.0,527.0,2.0,275.0,252.0,215.0,302.0,32.0,48.0,8.516197311196732,2.3095706623892758,2.9048776589001153,46.886120996441285
2014-15,E92000001,England,England,National,50<71,A to F2,14879.0,11628.0,3235.0,3128.0,107.0,6078.0,16.0,3008.0,3070.0,2226.0,2668.0,280.0,376.0,8.287719036354227,1.801920228685122,3.3854934002930976,52.270381836945305
2014-15,E92000001,England,England,National,50<71,B,625.0,482.0,142.0,137.0,5.0,213.0,1.0,99.0,114.0,92.0,130.0,26.0,21.0,10.974731777555357,2.493459059860577,3.7401885897908658,44.190871369294605
2014-15,E92000001,England,England,National,50<71,C1,10947.0,8648.0,2288.0,2209.0,79.0,4643.0,11.0,2287.0,2356.0,1664.0,1901.0,181.0,259.0,7.7974528463160295,1.629722491310046,3.3071684996296087,53.68871415356151
2014-15,E92000001,England,England,National,50<71,C2,1298.0,1032.0,264.0,257.0,7.0,524.0,2.0,257.0,267.0,189.0,247.0,33.0,39.0,11.833348527668885,2.4067827513902817,4.777099097456468,50.775193798449614
2014-15,E92000001,England,England,National,50<71,D,21.0,12.0,9.0,8.0,1.0,6.0,0.0,5.0,1.0,2.0,2.0,1.0,1.0,26.957637997432606,11.553273427471117,7.702182284980744,50.0
2014-15,E92000001,England,England,National,50<71,E,155.0,112.0,43.0,42.0,1.0,49.0,0.0,28.0,21.0,23.0,36.0,2.0,2.0,10.406176569318564,2.886874790198053,3.289694528365223,43.75
2014-15,E92000001,England,England,National,50<71,F1,236.0,179.0,57.0,56.0,1.0,96.0,0.0,50.0,46.0,34.0,40.0,5.0,4.0,10.00933073203834,2.4175078462973962,4.071592162185088,53.63128491620112
2014-15,E92000001,England,England,National,50<71,F2,52.0,39.0,13.0,13.0,0.0,20.0,0.0,7.0,13.0,7.0,10.0,0.0,2.0,12.754476330635272,3.188619082658818,4.905567819475104,51.28205128205128
2014-15,E92000001,England,England,National,53-54,A,34.0,26.0,8.0,8.0,0.0,8.0,0.0,2.0,6.0,5.0,9.0,1.0,3.0,8.353808353808352,1.9656019656019657,1.9656019656019657,30.76923076923077
2014-15,E92000001,England,England,National,53-54,A to F2,1150.0,862.0,287.0,280.0,7.0,423.0,1.0,201.0,222.0,164.0,218.0,31.0,26.0,5.982292414453219,1.4929721069113684,2.20044320983801,49.071925754060324
2014-15,E92000001,England,England,National,53-54,B,181.0,137.0,44.0,44.0,0.0,59.0,0.0,26.0,33.0,21.0,45.0,9.0,3.0,10.004974849372616,2.4321485821679287,3.261290144270632,43.06569343065693
2014-15,E92000001,England,England,National,53-54,C1,865.0,652.0,212.0,206.0,6.0,330.0,1.0,165.0,165.0,128.0,157.0,19.0,18.0,5.376177009851145,1.3176295099288355,2.0510270673420554,50.61349693251533
2014-15,E92000001,England,England,National,53-54,C2,31.0,22.0,9.0,9.0,0.0,10.0,0.0,2.0,8.0,7.0,4.0,1.0,0.0,7.435835931878149,2.1587910769968817,2.398656752218758,45.45454545454545
2014-15,E92000001,England,England,National,53-54,D,3.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,31.578947368421055,21.052631578947366,10.526315789473683,100.0
2014-15,E92000001,England,England,National,53-54,E,23.0,12.0,11.0,11.0,0.0,7.0,0.0,2.0,5.0,2.0,2.0,0.0,1.0,10.478359908883828,5.011389521640091,3.1890660592255125,58.333333333333336
2014-15,E92000001,England,England,National,53-54,F1,13.0,12.0,1.0,1.0,0.0,8.0,0.0,3.0,5.0,1.0,1.0,1.0,1.0,4.861630516080777,0.3739715781600598,2.9917726252804786,66.66666666666666
2014-15,E92000001,England,England,National,53-54,F2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,z
2014-15,E92000001,England,England,National,55-59,A,23.0,19.0,4.0,4.0,0.0,11.0,0.0,4.0,7.0,1.0,3.0,0.0,4.0,6.221260481471464,1.0819583446037329,2.9753854476602655,57.89473684210527
2014-15,E92000001,England,England,National,55-59,A to F2,2894.0,2184.0,708.0,681.0,27.0,1156.0,2.0,560.0,596.0,411.0,472.0,61.0,84.0,6.6801315713543765,1.6342547175255353,2.668359397541693,52.930402930402934
2014-15,E92000001,England,England,National,55-59,B,176.0,142.0,34.0,32.0,2.0,72.0,0.0,33.0,39.0,21.0,34.0,7.0,8.0,11.838299589695298,2.2869442389184096,4.842940741238985,50.70422535211267
2014-15,E92000001,England,England,National,55-59,C1,2321.0,1756.0,563.0,541.0,22.0,935.0,2.0,454.0,481.0,342.0,373.0,44.0,62.0,6.236078981377741,1.5126723250821492,2.512164518564493,53.24601366742597
2014-15,E92000001,England,England,National,55-59,C2,282.0,203.0,79.0,76.0,3.0,105.0,0.0,49.0,56.0,35.0,48.0,7.0,8.0,8.785867838115712,2.4612892170607843,3.2713337695111693,51.724137931034484
2014-15,E92000001,England,England,National,55-59,D,6.0,3.0,3.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,37.73584905660377,18.867924528301884,6.289308176100629,33.33333333333333
2014-15,E92000001,England,England,National,55-59,E,31.0,21.0,10.0,10.0,0.0,8.0,0.0,5.0,3.0,3.0,9.0,1.0,0.0,13.82077574676772,4.458314757021846,3.5666518056174765,38.095238095238095
2014-15,E92000001,England,England,National,55-59,F1,49.0,36.0,13.0,13.0,0.0,22.0,0.0,15.0,7.0,7.0,5.0,1.0,1.0,7.147024504084015,1.896149358226371,3.2088681446907814,61.111111111111114
2014-15,E92000001,England,England,National,55-59,F2,6.0,4.0,2.0,2.0,0.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,5.371530886302597,1.7905102954341987,1.7905102954341987,50.0
2014-15,E92000001,England,England,National,60-64,A,23.0,21.0,2.0,2.0,0.0,9.0,0.0,3.0,6.0,6.0,4.0,1.0,1.0,10.874704491725769,0.9456264775413711,4.25531914893617,42.857142857142854
2014-15,E92000001,England,England,National,60-64,A to F2,3565.0,2855.0,708.0,688.0,20.0,1500.0,2.0,770.0,730.0,549.0,656.0,66.0,84.0,8.857627000730474,1.7591023608743832,3.726911781513524,52.53940455341506
2014-15,E92000001,England,England,National,60-64,B,93.0,64.0,28.0,27.0,1.0,28.0,1.0,13.0,15.0,11.0,16.0,4.0,5.0,17.570375968259963,5.290005667863215,5.290005667863215,43.75
2014-15,E92000001,England,England,National,60-64,C1,2929.0,2348.0,580.0,564.0,16.0,1258.0,1.0,640.0,618.0,456.0,524.0,44.0,66.0,8.289747769777657,1.6415342118371599,3.560431100846805,53.57751277683135
2014-15,E92000001,England,England,National,60-64,C2,411.0,339.0,72.0,71.0,1.0,163.0,0.0,91.0,72.0,60.0,91.0,14.0,11.0,12.151853822955474,2.12879191059074,4.819348353142924,48.08259587020649
2014-15,E92000001,England,England,National,60-64,D,6.0,4.0,2.0,2.0,0.0,2.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,43.16546762589928,14.388489208633095,14.388489208633095,50.0
2014-15,E92000001,England,England,National,60-64,E,18.0,16.0,2.0,1.0,1.0,3.0,0.0,3.0,0.0,8.0,4.0,1.0,0.0,15.557476231633535,1.7286084701815039,2.592912705272256,18.75
2014-15,E92000001,England,England,National,60-64,F1,69.0,50.0,19.0,18.0,1.0,30.0,0.0,15.0,15.0,6.0,11.0,2.0,1.0,12.952881546836869,3.566735498404355,5.631687629059508,60.0
2014-15,E92000001,England,England,National,60-64,F2,16.0,13.0,3.0,3.0,0.0,7.0,0.0,3.0,4.0,1.0,5.0,0.0,0.0,12.33616037008481,2.3130300693909023,5.397070161912104,53.84615384615385
2014-15,E92000001,England,England,National,65-70,A,19.0,18.0,1.0,1.0,0.0,7.0,0.0,2.0,5.0,5.0,3.0,1.0,2.0,12.683578104138851,0.6675567423230975,4.672897196261682,38.88888888888889
2014-15,E92000001,England,England,National,65-70,A to F2,5080.0,4127.0,945.0,910.0,35.0,2239.0,8.0,1084.0,1155.0,787.0,894.0,74.0,133.0,11.025071185498994,2.050923675255226,4.859278422112647,54.25248364429368
2014-15,E92000001,England,England,National,65-70,B,59.0,50.0,9.0,9.0,0.0,20.0,0.0,5.0,15.0,13.0,13.0,1.0,3.0,18.54762653253694,2.8292989625903804,6.287331027978623,40.0
2014-15,E92000001,England,England,National,65-70,C1,4293.0,3488.0,799.0,767.0,32.0,1919.0,6.0,938.0,981.0,657.0,745.0,61.0,106.0,10.493869409625125,1.9530868060308584,4.690830514109158,55.017201834862384
2014-15,E92000001,England,England,National,65-70,C2,561.0,460.0,99.0,96.0,3.0,243.0,2.0,114.0,129.0,86.0,101.0,11.0,19.0,15.30862849969983,2.7015226764176172,6.631010205752333,52.826086956521735
2014-15,E92000001,England,England,National,65-70,D,5.0,4.0,1.0,1.0,0.0,2.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,32.89473684210526,6.578947368421052,13.157894736842104,50.0
2014-15,E92000001,England,England,National,65-70,E,15.0,10.0,5.0,5.0,0.0,4.0,0.0,3.0,1.0,2.0,4.0,0.0,0.0,15.756302521008402,5.2521008403361344,4.201680672268908,40.0
2014-15,E92000001,England,England,National,65-70,F1,98.0,75.0,23.0,23.0,0.0,33.0,0.0,16.0,17.0,19.0,22.0,0.0,1.0,12.8305839224928,3.011259492013616,4.32050274941084,44.0
2014-15,E92000001,England,England,National,65-70,F2,30.0,22.0,8.0,8.0,0.0,11.0,0.0,4.0,7.0,4.0,5.0,0.0,2.0,18.69158878504673,4.984423676012462,6.853582554517134,50.0
2014-15,E92000001,England,England,National,Over 70,A,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,20.833333333333332,0.0,10.416666666666666,50.0
2014-15,E92000001,England,England,National,Over 70,A to F2,1980.0,1667.0,311.0,298.0,13.0,856.0,2.0,387.0,469.0,305.0,401.0,25.0,80.0,14.847141925179404,2.332051080167068,6.4187643878553375,51.349730053989205
2014-15,E92000001,England,England,National,Over 70,B,6.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,21.978021978021978,3.663003663003663,0.0,0.0
2014-15,E92000001,England,England,National,Over 70,C1,636.0,523.0,113.0,110.0,3.0,289.0,0.0,128.0,161.0,92.0,121.0,7.0,14.0,12.200268559370803,2.167657778630347,5.543832725877613,55.25812619502868
2014-15,E92000001,England,England,National,Over 70,C2,113.0,97.0,16.0,16.0,0.0,51.0,0.0,25.0,26.0,15.0,21.0,4.0,6.0,18.368010403120937,2.6007802340702213,8.289986996098829,52.57731958762887
2014-15,E92000001,England,England,National,Over 70,D,10.0,7.0,3.0,1.0,2.0,4.0,0.0,3.0,1.0,0.0,3.0,0.0,0.0,100.0,30.0,40.0,57.14285714285714
2014-15,E92000001,England,England,National,Over 70,E,43.0,37.0,6.0,6.0,0.0,20.0,0.0,15.0,5.0,3.0,9.0,1.0,4.0,22.763366860772894,3.1762837480148227,10.587612493382743,54.054054054054056
2014-15,E92000001,England,England,National,Over 70,F1,769.0,639.0,129.0,123.0,6.0,343.0,1.0,154.0,189.0,122.0,139.0,4.0,31.0,13.73165244098425,2.3034891611013895,6.124781257812221,53.677621283255085
2014-15,E92000001,England,England,National,Over 70,F2,401.0,357.0,43.0,41.0,2.0,148.0,1.0,62.0,86.0,71.0,104.0,9.0,25.0,23.987557576120118,2.572231859783454,8.85326314530119,41.45658263305322
2015-16,E92000001,England,England,National,45 and over,A,2304.0,1608.0,694.0,671.0,23.0,763.0,2.0,383.0,380.0,292.0,456.0,52.0,45.0,7.1987177284046275,2.1683637602052133,2.3839503588423314,47.450248756218905
2015-16,E92000001,England,England,National,45 and over,A to F2,18320.0,14484.0,3830.0,3699.0,131.0,7543.0,6.0,3819.0,3724.0,2717.0,3439.0,322.0,463.0,8.4765054588325,1.7721078552035192,3.49008082292432,52.07815520574427
2015-16,E92000001,England,England,National,45 and over,B,699.0,553.0,145.0,142.0,3.0,246.0,1.0,117.0,129.0,105.0,156.0,13.0,33.0,9.934621944286526,2.060830017055145,3.496304718590108,44.48462929475588
2015-16,E92000001,England,England,National,45 and over,C1,12086.0,9630.0,2454.0,2373.0,81.0,5228.0,2.0,2683.0,2545.0,1780.0,2157.0,198.0,267.0,7.963328890227165,1.6169128823942962,3.4446701504308805,54.28868120456906
2015-16,E92000001,England,England,National,45 and over,C2,1506.0,1246.0,260.0,248.0,12.0,584.0,0.0,295.0,289.0,269.0,311.0,27.0,55.0,11.433343455815367,1.9738839963559063,4.433647130276344,46.869983948635635
2015-16,E92000001,England,England,National,45 and over,D,33.0,20.0,13.0,12.0,1.0,14.0,0.0,9.0,5.0,2.0,2.0,0.0,2.0,38.150289017341045,15.028901734104046,16.184971098265894,70.0
2015-16,E92000001,England,England,National,45 and over,E,233.0,188.0,45.0,43.0,2.0,80.0,0.0,31.0,49.0,36.0,58.0,5.0,9.0,11.174524003644908,2.1581698719485876,3.8367464390197115,42.5531914893617
2015-16,E92000001,England,England,National,45 and over,F1,1019.0,852.0,166.0,159.0,7.0,458.0,1.0,224.0,234.0,166.0,183.0,16.0,29.0,12.622946758169611,2.0563387260609964,5.673512870698413,53.755868544600936
2015-16,E92000001,England,England,National,45 and over,F2,440.0,387.0,53.0,51.0,2.0,170.0,0.0,77.0,93.0,67.0,116.0,11.0,23.0,23.17985459909388,2.792118849436308,8.955852913286272,43.927648578811365
2015-16,E92000001,England,England,National,45-49,A,1014.0,679.0,334.0,328.0,6.0,304.0,1.0,144.0,160.0,114.0,211.0,29.0,21.0,6.23098903124712,2.052416505361477,1.8680677174547577,44.77172312223859
2015-16,E92000001,England,England,National,45-49,A to F2,1155.0,782.0,372.0,366.0,6.0,353.0,1.0,172.0,181.0,135.0,239.0,30.0,25.0,6.221920553346909,2.0039432431558875,1.9015913033172802,45.14066496163683
2015-16,E92000001,England,England,National,45-49,B,22.0,17.0,5.0,5.0,0.0,10.0,0.0,7.0,3.0,3.0,3.0,0.0,1.0,7.936507936507936,1.8037518037518037,3.6075036075036073,58.82352941176471
2015-16,E92000001,England,England,National,45-49,C1,75.0,51.0,24.0,24.0,0.0,22.0,0.0,12.0,10.0,10.0,15.0,1.0,3.0,4.839646383170936,1.5486868426146996,1.4196296057301414,43.13725490196079
2015-16,E92000001,England,England,National,45-49,C2,3.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,5.825242718446602,1.941747572815534,0.0,0.0
2015-16,E92000001,England,England,National,45-49,D,4.0,2.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,42.5531914893617,21.27659574468085,10.638297872340425,50.0
2015-16,E92000001,England,England,National,45-49,E,36.0,30.0,6.0,6.0,0.0,16.0,0.0,8.0,8.0,7.0,7.0,0.0,0.0,9.66702470461869,1.611170784103115,4.296455424274973,53.333333333333336
2015-16,E92000001,England,England,National,45-49,F1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.401360544217687,0.0,0.0,0.0
2015-16,E92000001,England,England,National,45-49,F2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,z
2015-16,E92000001,England,England,National,45-74,A,2304.0,1608.0,694.0,671.0,23.0,763.0,2.0,383.0,380.0,292.0,456.0,52.0,45.0,7.1987177284046275,2.1683637602052133,2.3839503588423314,47.450248756218905
2015-16,E92000001,England,England,National,45-74,A to F2,17580.0,13853.0,3721.0,3597.0,124.0,7218.0,6.0,3662.0,3556.0,2610.0,3290.0,304.0,431.0,8.29698877829908,1.7561487624602319,3.4065793516361067,52.10423734931062
2015-16,E92000001,England,England,National,45-74,B,699.0,553.0,145.0,142.0,3.0,246.0,1.0,117.0,129.0,105.0,156.0,13.0,33.0,9.934621944286526,2.060830017055145,3.496304718590108,44.48462929475588
2015-16,E92000001,England,England,National,45-74,C1,12086.0,9630.0,2454.0,2373.0,81.0,5228.0,2.0,2683.0,2545.0,1780.0,2157.0,198.0,267.0,7.963334137178084,1.6169139477606334,3.4446724200866305,54.28868120456906
2015-16,E92000001,England,England,National,45-74,C2,1506.0,1246.0,260.0,248.0,12.0,584.0,0.0,295.0,289.0,269.0,311.0,27.0,55.0,11.433343455815367,1.9738839963559063,4.433647130276344,46.869983948635635
2015-16,E92000001,England,England,National,45-74,D,30.0,18.0,12.0,11.0,1.0,13.0,0.0,9.0,4.0,2.0,2.0,0.0,1.0,36.101083032490976,14.44043321299639,15.643802647412757,72.22222222222221
2015-16,E92000001,England,England,National,45-74,E,211.0,174.0,37.0,36.0,1.0,75.0,0.0,31.0,44.0,33.0,54.0,4.0,8.0,10.667880074826837,1.8706709135952273,3.791900500530866,43.103448275862064
2015-16,E92000001,England,England,National,45-74,F1,607.0,509.0,97.0,94.0,3.0,262.0,1.0,125.0,137.0,104.0,122.0,9.0,12.0,12.023135126569741,1.9213247236857744,5.1895575010894115,51.47347740667977
2015-16,E92000001,England,England,National,45-74,F2,137.0,115.0,22.0,22.0,0.0,47.0,0.0,19.0,28.0,25.0,32.0,1.0,10.0,17.337382941027588,2.7841052898000505,5.947861300936472,40.869565217391305
2015-16,E92000001,England,England,National,50-52,A,1177.0,843.0,333.0,318.0,15.0,418.0,1.0,214.0,204.0,166.0,222.0,20.0,17.0,8.092350425587503,2.289509508683635,2.8739188427320106,49.58481613285884
2015-16,E92000001,England,England,National,50-52,A to F2,2136.0,1573.0,562.0,537.0,25.0,768.0,1.0,382.0,386.0,336.0,399.0,38.0,32.0,6.741190059900649,1.773665174936407,2.4237986732227053,48.823903369357915
2015-16,E92000001,England,England,National,50-52,B,168.0,128.0,40.0,39.0,1.0,54.0,0.0,20.0,34.0,35.0,30.0,4.0,5.0,7.886213209407127,1.8776698117636015,2.5348542458808616,42.1875
2015-16,E92000001,England,England,National,50-52,C1,692.0,531.0,161.0,153.0,8.0,267.0,0.0,133.0,134.0,119.0,126.0,11.0,8.0,5.085916714439006,1.183284091076127,1.9623406976231423,50.282485875706215
2015-16,E92000001,England,England,National,50-52,C2,20.0,16.0,4.0,4.0,0.0,8.0,0.0,6.0,2.0,3.0,4.0,1.0,0.0,5.045408678102927,1.0090817356205852,2.0181634712411705,50.0
2015-16,E92000001,England,England,National,50-52,D,3.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,17.142857142857142,11.428571428571429,0.0,0.0
2015-16,E92000001,England,England,National,50-52,E,72.0,51.0,21.0,21.0,0.0,20.0,0.0,9.0,11.0,11.0,16.0,2.0,2.0,8.664259927797834,2.527075812274368,2.406738868832732,39.21568627450981
2015-16,E92000001,England,England,National,50-52,F1,4.0,3.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,2.5348542458808616,0.6337135614702154,0.6337135614702154,33.33333333333333
2015-16,E92000001,England,England,National,50-52,F2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,z
